Station,RMSE,MAE,NSE
2009,0.8585906284196037,0.6594787921224322,0.8300585065569196
2016,1.0264558366366796,0.8097851957593646,0.9654517429215568
2018,1.2620132224900382,0.9864955118724278,0.950932536806379
2019,0.7861694097518921,0.6304302300725665,0.8467028226171222
2029,1.0856220126152039,0.822920526776995,0.964093165738242
2030,1.1211424384798323,0.8331186941691807,0.9449735028403146
2033,1.0675721083368575,0.8312395896230426,0.8928771785327366
2034,1.8348850352423531,1.482241792338235,0.9130031296185085
2044,1.7754964147295271,1.3912057280540466,0.90486741065979
2056,0.8868112904684884,0.7069251792771476,0.9031650424003601
2068,1.0501663940293449,0.8341793417930603,0.9137532796178546
2070,1.2939803430012293,1.0416881442070007,0.9240341356822422
2084,0.9889245203563145,0.7524353436061314,0.8544997487749372
2085,1.341133407184056,1.0985131178583418,0.9331021734646389
2091,1.001558542251587,0.784604685647147,0.9677705679621015
2104,1.2995625393731254,0.9398651208196368,0.9267890197890145
2109,0.9530802369117737,0.7770148771149772,0.8084074343953814
2112,1.6067315169743128,1.265366290296827,0.8627497383526394
2126,1.2246043937546867,0.9741184285708836,0.9219388365745544
2135,1.252146908215114,0.943540803023747,0.9341523562158857
2143,1.1629634754998344,0.9142867497035435,0.9631732191358294
2150,1.098144837788173,0.8418105585234505,0.9126574737685067
2152,1.1447067601340157,0.8561137574059623,0.9588501793997628
2159,1.5455648388181413,1.2372876235416956,0.9001132079533168
2167,1.100382583481925,0.8437221390860421,0.9741759725979396
2170,0.9876155427524022,0.8023437006132943,0.8852273140634809
2174,1.7622384684426444,1.2775600808007377,0.8897653136934552
2179,1.4363136717251368,1.1456269196101598,0.9326338512556893
2232,1.0389138289860316,0.8108548181397575,0.8968532936913627
2243,1.2484552093914576,0.9485276171139309,0.9609554239681789
2256,0.8510915381567818,0.6625155551092965,0.9191727553095136
2269,0.7088015845843724,0.5488595707075936,0.8729567102023533
2276,0.5874940029212407,0.4539628028869629,0.8747680953570774
2282,1.3472451652799333,1.058646661894662,0.9125258667128426
2288,1.0126111592565263,0.736531640802111,0.9735201937811715
2307,1.1846352560179574,0.9287909609930856,0.7605510609490531
2308,2.0091105018343245,1.575837288584028,0.8875822680337089
2327,0.8795550039836338,0.6769651855741229,0.9022601842880249
2343,1.0199849435261317,0.8112756269318717,0.9232639585222516
2347,1.0728110926491874,0.8558263778686523,0.9433419023241315
2351,0.910006948879787,0.7151231680597577,0.8507807765688215
2369,1.7508801903043474,1.4197010142462594,0.895283716065543
2372,0.7941435064588275,0.6223071983882359,0.9011057955878121
2374,1.908228772027152,1.504470774105617,0.8811609745025635
2386,1.6702245473861694,1.3257345727511816,0.8978139076914106
2410,0.7152050733566284,0.5635930725506374,0.8680579236575535
2414,1.316371670791081,1.0400975857462202,0.9058090363230024
2415,1.33026351247515,1.049438544682094,0.9365160380090986
2432,1.4441869684628077,1.1442403537886483,0.9106163041932243
2457,1.1880641324179513,0.8868795207568577,0.9050853848457336
2462,0.82742497750691,0.6498018162591117,0.936762809753418
2467,0.958248359816415,0.7508922730173383,0.958675708089556
2473,1.1505791885512215,0.9103351320539202,0.9023832423346383
2481,0.8085974625178746,0.6459299070494515,0.8539120299475533
2500,1.0031527451106481,0.8064614747251783,0.9120885133743286
2604,1.6779626267296928,1.3345746057374137,0.9044941067695618
2606,1.9326168639319283,1.3809357711247034,0.8898719549179077
2608,1.4411083459854126,1.1485811046191625,0.9139172775404794
2609,1.8901497636522566,1.4448867865971156,0.8885745235851833
2612,1.2894204684666224,1.0595162340572901,0.937313437461853
2617,0.7869377647127423,0.6224185228347778,0.8971675549234662
2634,1.9006539242608207,1.4735509582928248,0.8937691875866481
2635,1.5874392645699638,1.2436838405472892,0.9044151646750314
