Station,RMSE,MAE,NSE
534,0.9157328009605408,0.6500362157821655,0.9772987365722656
570,0.973858654499054,0.7777164578437805,0.9580134749412537
597,1.1585087776184082,0.8551348447799683,0.9570349454879761
533,1.1383728981018066,0.8041008710861206,0.9731854200363159
523,0.817755937576294,0.6420031189918518,0.9724401235580444
517,0.7396918535232544,0.5751202702522278,0.9666658043861389
520,0.9894822239875793,0.7161374688148499,0.9276699423789978
531,1.217207431793213,0.8412527441978455,0.9715731739997864
554,0.8177988529205322,0.6169247031211853,0.9791954755783081
527,0.7723415493965149,0.5935338735580444,0.9729394316673279
522,0.7716075778007507,0.6017018556594849,0.9695164561271667
572,0.8249803185462952,0.6294989585876465,0.978114664554596
586,1.3846430778503418,1.025589942932129,0.9530810117721558
548,0.8025939464569092,0.6129229068756104,0.9697942733764648
552,1.1673840284347534,0.8238494992256165,0.9739861488342285
