Station,RMSE,MAE,NSE
2091,0.6258504390716553,0.4947638213634491,0.9881424307823181
2143,0.7621865272521973,0.5793657302856445,0.9845777153968811
2016,0.7256130576133728,0.5558218955993652,0.9844637513160706
2018,0.7744753360748291,0.5775392651557922,0.9832859039306641
2243,0.7485924363136292,0.5528545379638672,0.9870486259460449
2415,0.645164430141449,0.5019043684005737,0.9867157936096191
2044,0.9799689650535583,0.7675432562828064,0.9736098051071167
2288,0.8282291889190674,0.6456468105316162,0.9825385212898254
2608,0.7375862002372742,0.5792186260223389,0.9799415469169617
2343,0.4620729982852936,0.35779231786727905,0.9858372807502747
2029,0.9306127429008484,0.688510537147522,0.9756737947463989
2634,0.8127779364585876,0.6321954727172852,0.9813483357429504
2152,0.7928470969200134,0.5785495042800903,0.9819033741950989
2604,0.7846023440361023,0.6313815116882324,0.9808650016784668
2609,1.0755256414413452,0.829948365688324,0.9647085666656494
2635,0.7465358972549438,0.5990282893180847,0.9801709651947021
2104,0.9287562370300293,0.6910954117774963,0.9644219279289246
2386,0.7086235880851746,0.5622648000717163,0.9829576015472412
2414,0.743105411529541,0.5916171073913574,0.9729534387588501
2374,0.8248472809791565,0.6278578042984009,0.9792715311050415
2112,0.7695140838623047,0.6007137298583984,0.9705301523208618
2308,0.7806204557418823,0.6121121048927307,0.9842621088027954
2410,0.5322125554084778,0.4124141335487366,0.9280316829681396
2150,0.6485942006111145,0.5023279190063477,0.9712410569190979
2033,0.865395724773407,0.6617209315299988,0.9305522441864014
2327,0.5352640748023987,0.41237133741378784,0.9654092192649841
2473,0.8290204405784607,0.6658132672309875,0.9520389437675476
2307,0.9987843632698059,0.8259794116020203,0.8335005044937134
2085,1.196213722229004,0.9607792496681213,0.9508184790611267
2034,0.8843463063240051,0.7120079398155212,0.9814563393592834
2369,0.7426847815513611,0.6007697582244873,0.9826279878616333
2084,0.7654762268066406,0.5688021779060364,0.9186900854110718
2056,0.5463728904724121,0.43657204508781433,0.9657665491104126
2276,0.38594579696655273,0.2940997779369354,0.9473128914833069
2481,0.42057710886001587,0.32527750730514526,0.9635897874832153
2372,0.5658050179481506,0.4508538842201233,0.9533421397209167
2126,0.6431997418403625,0.5076034665107727,0.9804581999778748
2467,0.8020735383033752,0.6338877081871033,0.973577082157135
2500,0.4945196807384491,0.4020445942878723,0.9807924628257751
2135,0.8416934609413147,0.6255004405975342,0.9724549055099487
2179,0.8197632431983948,0.6710891127586365,0.9796579480171204
2070,0.7245625853538513,0.5588382482528687,0.9778172969818115
2282,0.42245540022850037,0.3353848457336426,0.991710901260376
2159,0.8123475313186646,0.6301683783531189,0.9741927981376648
2030,0.8844947218894958,0.6492436528205872,0.9680189490318298
2457,1.0236097574234009,0.777858316898346,0.9346234798431396
2232,0.5251875519752502,0.41547492146492004,0.9740250706672668
2109,0.5270770192146301,0.4355667531490326,0.9440906047821045
2019,0.5936477780342102,0.4593421220779419,0.9158799052238464
2174,1.372101068496704,0.9281426668167114,0.9339233636856079
2606,1.634567379951477,1.0583925247192383,0.9252707958221436
2170,0.6166213750839233,0.4974207282066345,0.9561798572540283
2009,0.5544503927230835,0.4410809278488159,0.9332728981971741
2432,0.8491532206535339,0.6429727673530579,0.9713677167892456
2351,0.7007049918174744,0.5394367575645447,0.9177135229110718
2269,0.4443351924419403,0.34924232959747314,0.9528078436851501
2167,0.8384807705879211,0.6412066221237183,0.9862080216407776
2068,0.7519642114639282,0.6047433018684387,0.9575735330581665
2612,0.6838778257369995,0.5448639988899231,0.9868571758270264
2347,0.620980441570282,0.4809689521789551,0.9821396470069885
2462,0.5940662622451782,0.4462590217590332,0.9693785905838013
2617,0.40355342626571655,0.32500141859054565,0.9795421361923218
2256,0.6034457683563232,0.4732036590576172,0.961275041103363
