Station,RMSE,MAE,NSE
517,1.0424375108310155,0.8479293925421578,0.9301488058907645
520,1.1332273057528905,0.8997192127364022,0.9011205094201225
522,1.2679916194507055,1.006631919315883,0.9130404676709857
523,1.3948447959763663,1.1080337592533656,0.914200484752655
527,1.2308340328080314,0.9836637548037938,0.9272883108683995
531,1.2321234600884574,0.927810685975211,0.9688925743103027
533,1.287376948765346,0.9688866053308759,0.9631067003522601
534,1.222330697945186,0.9360166362353733,0.956109915460859
548,1.198187061718532,0.9601818152836391,0.9285564422607422
552,1.259442389011383,0.955791311604636,0.9674607685634068
554,1.3539322018623352,1.0595579743385315,0.9388862422534398
570,1.4304310509136744,1.143623241356441,0.9040211524282183
572,1.5775484357561385,1.250087627342769,0.9148405279432025
586,1.3190580776759557,0.996865451335907,0.9552985855511257
597,1.276710637978145,0.9787950600896563,0.9466118557112557
