Station,RMSE,MAE,NSE
2091,0.7035716772079468,0.5303363800048828,0.9843694567680359
2143,0.9333781599998474,0.7050945162773132,0.976252019405365
2016,0.6790953278541565,0.5219579935073853,0.9843457341194153
2018,0.6899322867393494,0.5231512784957886,0.985495388507843
2243,0.8244789242744446,0.586723268032074,0.9823876619338989
2415,0.5772640705108643,0.44843384623527527,0.9887761473655701
2044,0.8809686303138733,0.6812260150909424,0.9759959578514099
2473,0.6874372959136963,0.546062707901001,0.9621938467025757
2029,0.8620378971099854,0.6615123748779297,0.9760308265686035
2634,0.8213890790939331,0.6425566673278809,0.9796388745307922
2152,0.7652173638343811,0.5512699484825134,0.9811195731163025
2104,1.0149801969528198,0.7241138815879822,0.9515361785888672
2085,0.9784544706344604,0.7722086310386658,0.9605316519737244
2034,0.855603039264679,0.6635175943374634,0.9800093770027161
2481,0.40465429425239563,0.3179927170276642,0.9634034037590027
2056,0.5504113435745239,0.43827083706855774,0.9641343951225281
2084,0.8441016674041748,0.6219329833984375,0.8952131271362305
2372,0.4977703392505646,0.3922225534915924,0.9604394435882568
2500,0.5898617506027222,0.4658205211162567,0.9698694348335266
2135,0.8386973738670349,0.6055920720100403,0.9686155319213867
2070,0.6828130483627319,0.5351824164390564,0.9786158204078674
2030,0.9717540144920349,0.7072651386260986,0.9561913013458252
2109,0.6788844466209412,0.5212288498878479,0.9039652347564697
2019,0.7171212434768677,0.5629039406776428,0.8722443580627441
2174,1.348185658454895,1.0216964483261108,0.932547926902771
2170,0.6144474744796753,0.48624029755592346,0.9561033844947815
2009,0.6018178462982178,0.4592326581478119,0.9274089932441711
2269,0.5502581000328064,0.4370165765285492,0.9257962703704834
