probability,scale_factor,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.05,5,2.26031374931335,0.2493766695261,2.27040004730225,1.69649124145508,2.75161194801331,0.138100186045819,1.29801499843597,0.160161688923836,1.31751251220703,0.970013797283173,1.53413820266724,0.088694583076639,0.81136029958725,0.0674800872802734,0.825957775115967,0.688940584659576,0.910609662532806,0.0373692261004002,0.162896664937337,0.159943906656901,1.9132800673871e-06,85140.0,18.0065295378367,1407058
0.1,5,3.16973280906677,0.482661038637161,3.10799145698547,2.50644516944885,4.2391619682312,0.267288761987713,1.94642114639282,0.295314311981201,1.91083037853241,1.53690934181213,2.66164565086365,0.163539605271097,0.631792187690735,0.128357827663422,0.62010133266449,0.451536178588867,0.819814622402191,0.0710821937596741,0.164073022206624,0.161135399373372,1.9270968076888e-06,85140.0,18.0065295378367,1407058
0.15,5,3.86677932739258,0.520711183547974,3.77476811408997,3.06149482727051,4.97310543060303,0.288360185744947,2.54478359222412,0.343391239643097,2.5197958946228,2.02026963233948,3.34065985679626,0.190163726793541,0.457695871591568,0.171569690108299,0.433214902877808,0.151655435562134,0.710363984107971,0.0950121270866309,0.16036171913147,0.157558893839518,1.88350621483991e-06,85140.0,18.0065295378367,1407058
0.2,5,4.24776697158814,0.524486541748047,4.30730438232422,3.49364733695984,5.4625186920166,0.290450964696842,2.92658281326294,0.342558354139328,2.93342757225037,2.41548037528992,3.65875172615051,0.189702482784404,0.324999928474426,0.258792728185654,0.278835296630859,-0.0961445569992065,0.687218546867371,0.143314637139003,0.160891739527384,0.158053748575846,1.88973149550604e-06,85140.0,18.0065295378367,1407058
0.25,5,4.94161176681519,0.865686535835266,4.70120573043823,3.52654647827148,6.90880393981934,0.479401209382364,3.54965376853943,0.628557741641998,3.41374039649963,2.43847417831421,4.88727903366089,0.348083678492946,0.121971398591995,0.288391441106796,0.15181028842926,-0.51522171497345,0.626785576343536,0.15970585002317,0.161374425888062,0.158588067626953,1.89540082086048e-06,85140.0,18.0065295378367,1407058
0.3,5,5.41639423370361,0.580376625061035,5.5098352432251,4.25013971328735,6.31526851654053,0.321401837549734,4.00862455368042,0.426661670207977,4.15541934967041,3.10048198699951,4.63981246948242,0.236277357250583,-0.0692696347832679,0.340047568082809,-0.0652180910110473,-0.654075980186462,0.397978723049164,0.188312055176344,0.159908231099447,0.157129095458984,1.87817983438392e-06,85140.0,18.0065295378367,1407058
0.35,5,5.82927179336548,0.732997953891754,5.79549407958984,4.48210954666138,7.40498113632202,0.405920711368208,4.37248516082764,0.567272245883942,4.39880657196045,3.39183187484741,5.66743898391724,0.314144882800927,-0.241247117519379,0.41505154967308,-0.199412822723389,-0.985092282295227,0.342418491840363,0.229847889978396,0.161551872889201,0.158759326171875,1.89748499987316e-06,85140.0,18.0065295378367,1407058
0.4,5,6.19172334671021,0.822039842605591,6.1153998374939,4.59909868240356,7.55278587341309,0.455230482840618,4.75334930419922,0.610420167446137,4.72712087631226,3.44220638275147,5.77641677856445,0.33803941264596,-0.383833050727844,0.433026403188705,-0.279077410697937,-1.24434351921082,0.183270633220673,0.239802045134988,0.16193257967631,0.159137192789714,1.90195653836399e-06,85140.0,18.0065295378367,1407058
0.45,5,6.5229344367981,0.919455349445343,6.2861647605896,4.89825487136841,7.9756064414978,0.509177431299015,5.05347871780396,0.660965144634247,4.99538946151733,3.85235333442688,6.21549797058106,0.366030295535559,-0.541771829128265,0.516873836517334,-0.351059556007385,-1.52493906021118,0.0976302623748779,0.286235177834224,0.163463608423869,0.16064667561849,1.91993902306635e-06,85140.0,18.0065295378367,1407058
0.5,5,6.8490481376648,0.940649390220642,6.85739946365356,5.51172828674316,8.5549259185791,0.520914256838344,5.42013549804688,0.708348751068115,5.51609039306641,4.3761510848999,6.84545230865479,0.392270451874676,-0.700481235980988,0.534421443939209,-0.587203621864319,-1.63908386230469,0.228835046291351,0.295952750481278,0.160579697291056,0.15777795308431,1.88606644692338e-06,85140.0,18.0065295378367,1407058
