probability,positional_encoding,scale_factor,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.0,learnable,5,0.7630659937858582,0.2251460254192352,0.7663564682006836,0.3756022155284881,1.5290913581848145,0.0567022925305968,0.5868136882781982,0.1643915772438049,0.5850995182991028,0.2811868488788605,1.0577715635299685,0.0414014867377793,0.9640939235687256,0.0231149718165397,0.971850037574768,0.8848326802253723,0.9919255971908568,0.0058214296312365,0.2541438473595513,0.2511461959112259,2.804191187901924e-06,90630.0,33.278462292656066,5045268
0.0,sinusoidal,5,0.7442498207092285,0.2207423448562622,0.7465358972549438,0.3859457969665527,1.634567379951477,0.055593240725595,0.5740072131156921,0.152695745229721,0.5785495042800903,0.2940997779369354,1.0583925247192385,0.0384559288153684,0.9647685289382936,0.026160042732954,0.973577082157135,0.8335005044937134,0.991710901260376,0.0065883214619815,0.2535706853109692,0.2505973237052796,2.7978669900802083e-06,90630.0,33.654648860295616,4404194
0.0,rope,5,0.7245303392410278,0.2151497900485992,0.7343274354934692,0.3881677091121673,1.5333144664764404,0.054184773752162,0.5589770674705505,0.1507601737976074,0.5690696835517883,0.2976088225841522,1.040619134902954,0.0379684571660325,0.9673346877098083,0.0212540440261364,0.9753922820091248,0.8966237306594849,0.992973804473877,0.0053527614890509,0.267172650685386,0.2639543052552239,2.9479493620808348e-06,90630.0,34.33393543107169,4079018
0.05,learnable,5,2.9007906913757324,1.3137781620025637,2.8348755836486816,0.9401470422744752,9.283321380615234,0.3308707434279165,2.1643669605255127,1.0784410238265991,2.1697230339050293,0.6442493200302124,7.760722637176514,0.2716018878286581,0.5408416390419006,0.3323068618774414,0.6477919816970825,-1.4104132652282717,0.8382965326309204,0.08369040257764,0.2569834958939325,0.2538512173607236,2.835523512015144e-06,90630.0,33.278462292656066,5045268
0.05,sinusoidal,5,2.834820032119751,1.1614882946014404,2.920544147491455,0.9232195019721984,6.199643135070801,0.2925170659258036,2.0922515392303467,0.9264039397239684,2.214797258377075,0.6979672908782959,4.765084266662598,0.2333118204582058,0.5582569241523743,0.262021392583847,0.6190381646156311,-0.4435832500457763,0.8724907040596008,0.0659892265414165,0.2609541037726023,0.2577002294631231,2.879334699024632e-06,90630.0,33.654648860295616,4404194
0.05,rope,5,3.2680013179779053,1.5369209051132202,2.981187343597412,1.1762046813964844,9.175283432006836,0.3870685596573806,2.4940781593322754,1.2969067096710205,2.235706090927124,0.8784716725349426,7.50806713104248,0.3266217176957826,0.4275998175144195,0.3678770363330841,0.5603190660476685,-1.3546357154846191,0.8324325084686279,0.0926486259086785,0.270785547438122,0.2673539525592138,2.9878136096008154e-06,90630.0,34.33393543107169,4079018
0.1,learnable,5,3.6365344524383545,1.4659719467163086,3.56640100479126,1.559333324432373,9.700884819030762,0.3692002636756264,2.805224657058716,1.244664430618286,2.787062883377075,0.9766005873680116,8.19721794128418,0.3134646820624613,0.289054811000824,0.3849100172519684,0.3721129894256592,-1.6321306228637695,0.7046993970870972,0.096938333231688,0.2582425995478554,0.2550530332535032,2.849416303076856e-06,90630.0,33.278462292656066,5045268
0.1,sinusoidal,5,3.677159070968628,1.5508692264556885,3.821541547775269,1.0687823295593262,8.189640045166016,0.3905813699766742,2.832566499710083,1.298569679260254,2.975409984588623,0.8106553554534912,6.990565776824951,0.3270405526577482,0.2666328847408294,0.4324475526809692,0.3786333203315735,-1.364905834197998,0.8567758798599243,0.1089105165999077,0.2596364816029866,0.2556816781664651,2.864796222034499e-06,90630.0,33.654648860295616,4404194
0.1,rope,5,4.345975399017334,1.9893128871917725,4.042952060699463,1.4442905187606812,11.65383243560791,0.5010019160389696,3.466647148132324,1.7172367572784424,3.192842483520508,1.1423949003219604,10.028120994567873,0.4324804447725765,0.0290020871907472,0.5097472667694092,0.1554592251777649,-1.8319244384765625,0.6070520877838135,0.128378188140943,0.2673254618569026,0.2639370739649213,2.949635461292096e-06,90630.0,34.33393543107169,4079018
0.15,learnable,5,4.165486812591553,1.67173171043396,4.229020595550537,1.822026014328003,10.358601570129396,0.4210201658378159,3.2750251293182373,1.4286417961120603,3.229608058929444,1.1612974405288696,8.638792991638184,0.3597987725984994,0.0887829959392547,0.4365792572498321,0.2027398347854614,-2.0011448860168457,0.6665486097335815,0.1099510583122759,0.2546010055239238,0.2514825531490265,2.8092354134825536e-06,90630.0,33.278462292656066,5045268
