noise_level,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.0,0.7110646963119507,0.09915787726640701,0.6685644388198853,0.6069727540016174,0.9643266201019287,0.054911799207694845,0.5594092011451721,0.07540720701217651,0.5265559554100037,0.4841318130493164,0.7568380832672119,0.041759118034753295,0.9805818200111389,0.009318609721958637,0.9792320132255554,0.9577637910842896,0.992195188999176,0.005160473966672741,0.27529614766438804,0.27140160624186205,3.2334525213106414e-06,85140.0,22.435416237513223,1130379
0.05,0.7134339809417725,0.09954028576612473,0.6726279258728027,0.6135321855545044,0.9718297719955444,0.055123572913040375,0.5611408948898315,0.07619869709014893,0.5303316116333008,0.4868149757385254,0.7616890072822571,0.04219743087866368,0.9804429411888123,0.009354953654110432,0.9794778823852539,0.9576797485351562,0.9922444224357605,0.00518060015901034,0.33414392471313475,0.33035937805175775,3.924640882230852e-06,85140.0,22.435416237513223,1130379
0.1,0.7202450633049011,0.09651324898004532,0.6759238243103027,0.6107826828956604,0.9598855972290039,0.053447256795228326,0.5672727823257446,0.0731629803776741,0.5406965017318726,0.48563188314437866,0.7543383240699768,0.04051630880409762,0.9801340699195862,0.009417307563126087,0.9787229299545288,0.9568424820899963,0.9912778735160828,0.0052151307385642776,0.27282323837280276,0.2693062174479167,3.2044073099929847e-06,85140.0,22.435416237513223,1130379
0.15,0.7380551695823669,0.09671032428741455,0.7215151190757751,0.624171793460846,1.0070335865020752,0.05355639555878866,0.5813182592391968,0.07351972907781601,0.5707653164863586,0.4997800886631012,0.7878849506378174,0.04071386838298363,0.9792018532752991,0.009562849998474121,0.9796035289764404,0.9558277130126953,0.991170346736908,0.0052957303886070894,0.25631017684936525,0.25278365885416665,3.0104554480780503e-06,85140.0,22.435416237513223,1130379
0.2,0.7640425562858582,0.09827721118927002,0.7610263228416443,0.6380347609519958,1.0118436813354492,0.05442410845399248,0.6010425090789795,0.06844035536050797,0.5948915481567383,0.5128035545349121,0.7606692910194397,0.03790100541498154,0.9779623746871948,0.009277638047933578,0.9760056734085083,0.956089973449707,0.9909893870353699,0.005137784497525222,0.2567047913869222,0.2528414082845052,3.015090338112781e-06,85140.0,22.435416237513223,1130379
0.25,0.7858560085296631,0.09097656607627869,0.7726256251335144,0.6705209016799927,1.0454442501068115,0.050381140280669534,0.6180851459503174,0.06488721072673798,0.6055899858474731,0.5413517355918884,0.7913417816162109,0.035933339654514396,0.9767419099807739,0.009611090645194054,0.975821316242218,0.9534602165222168,0.989617109298706,0.005322444297226836,0.26014602979024254,0.2560695495605469,3.055508924010365e-06,85140.0,22.435416237513223,1130379
0.3,0.8200689554214478,0.10550554096698761,0.7735636234283447,0.6896438598632812,1.0933059453964233,0.058427018997745606,0.6500319242477417,0.07818015664815903,0.6204434633255005,0.5404763221740723,0.8484184145927429,0.04329472708454096,0.9743569493293762,0.011983920820057392,0.9733652472496033,0.9416510462760925,0.989100992679596,0.006636474471171772,0.2616291364034017,0.25795191141764323,3.0729285459643143e-06,85140.0,22.435416237513223,1130379
0.35,0.8527376651763916,0.10269580036401749,0.8324429988861084,0.7268805503845215,1.136765480041504,0.05687103556770401,0.669852614402771,0.07799851149320602,0.6670712232589722,0.5716195106506348,0.8754838705062866,0.04319413357575774,0.9728537201881409,0.010861330665647984,0.9723175764083862,0.9466907978057861,0.9880744814872742,0.006014804189905298,0.24792997042338052,0.24432508748372397,2.9120269018484906e-06,85140.0,22.435416237513223,1130379
0.4,0.9018888473510742,0.09877846390008926,0.8630789518356323,0.750843346118927,1.1307716369628906,0.054701683417605285,0.7131229639053345,0.07924023270606995,0.6973227262496948,0.597325325012207,0.9117498993873596,0.043881776899281744,0.96980881690979,0.012018351815640926,0.9707832932472229,0.9389422535896301,0.985429048538208,0.006655540995987308,0.34208927154541013,0.33847288411458337,4.017961845729506e-06,85140.0,22.435416237513223,1130379
0.45,0.9335086941719055,0.13656651973724365,0.9173921942710876,0.7561541199684143,1.2991276979446411,0.07562801362259441,0.7373759746551514,0.10987968742847443,0.7124874591827393,0.6101577877998352,1.0453969240188599,0.060849345046044556,0.9677774310112,0.012287543155252934,0.9658554196357727,0.9383031725883484,0.985882043838501,0.006804614044217505,0.2695884704589844,0.26560435791015624,3.166413794444261e-06,85140.0,22.435416237513223,1130379
0.5,1.0119552612304688,0.18108251690864563,0.9531266093254089,0.7689769864082336,1.516793966293335,0.10028014282499997,0.7951441407203674,0.13147927820682526,0.7693656086921692,0.6146826148033142,1.1577028036117554,0.07281079613018504,0.9621655344963074,0.015243353322148323,0.9624711275100708,0.925119161605835,0.9838700890541077,0.008441487259471803,0.25361882845560707,0.24986265462239585,2.978844590740041e-06,85140.0,22.435416237513223,1130379
