noise_level,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.05,0.795321702957153,0.222006127238274,0.790557324886322,0.383420199155808,1.67127847671509,0.0559115147863733,0.614121854305267,0.160959035158157,0.613580048084259,0.292890876531601,1.18157601356506,0.0405370085167303,0.959985613822937,0.0275608412921428,0.96832799911499,0.847864389419556,0.9867143034935,0.0069411079473459,0.171886061865186,0.168827343410916,1.89656914780079e-06,90630.0,20.2296102236188,6726882
0.1,0.810251832008362,0.219540625810623,0.814242899417877,0.392824083566666,1.67692649364471,0.0552905899446368,0.626904726028442,0.158491432666779,0.630022943019867,0.300666034221649,1.18270313739777,0.0399155475090514,0.958613634109497,0.0279971808195114,0.968486845493317,0.842825293540955,0.985066950321198,0.0070509986944363,0.181080341339111,0.17801694621737,1.99801766897397e-06,90630.0,20.2296102236188,6726882
0.15,0.839471280574799,0.22365166246891,0.855078876018524,0.399986207485199,1.70229637622833,0.0563259412728132,0.649466216564179,0.160147458314896,0.657921016216278,0.305830448865891,1.20996165275574,0.040332617591457,0.956239223480225,0.0280443616211414,0.967311680316925,0.841586947441101,0.98484742641449,0.0070628809136275,0.183789139702207,0.180773513793945,2.02790620878524e-06,90630.0,20.2296102236188,6726882
0.2,0.876024186611176,0.227192804217339,0.871412336826325,0.436186730861664,1.73038518428803,0.0572177676802966,0.675485789775848,0.164743006229401,0.669216334819794,0.330048233270645,1.23303711414337,0.0414899839052639,0.952512383460998,0.0288112554699182,0.963522136211395,0.844029545783997,0.984843790531158,0.0072560198008607,0.18334160153828,0.18040067472912,2.02296812907734e-06,90630.0,20.2296102236188,6726882
0.25,0.912368535995483,0.217937365174294,0.896709680557251,0.447143167257309,1.74308669567108,0.0548868160329266,0.707581520080566,0.158244207501411,0.695011019706726,0.342543870210648,1.2462078332901,0.0398532889623706,0.948685050010681,0.0298113711178302,0.959603667259216,0.834368109703064,0.984277546405792,0.0075078972495126,0.169234468823388,0.166317555018834,1.86731180429645e-06,90630.0,20.2296102236188,6726882
0.3,0.972521185874939,0.241469889879227,0.959951758384705,0.465471088886261,1.76167452335358,0.0608134081909339,0.751253247261047,0.177619859576225,0.750011801719666,0.362717509269714,1.26545000076294,0.0447329836075681,0.942656397819519,0.0316381677985191,0.950573861598968,0.819640636444092,0.981222569942474,0.0079679695160131,0.184061886772277,0.181154006958008,2.0309156655884e-06,90630.0,20.2296102236188,6726882
0.35,1.02384305000305,0.242976471781731,1.02722072601318,0.487023651599884,1.83609843254089,0.0611928312327625,0.792226493358612,0.178259655833244,0.781036734580994,0.379655420780182,1.31898486614227,0.0448941126433681,0.936890542507172,0.0324959643185138,0.945656061172485,0.82517945766449,0.983331203460693,0.0081840034336596,0.186107344097561,0.183179612174867,2.05348498397397e-06,90630.0,20.2296102236188,6726882
0.4,1.07865226268768,0.264668315649033,1.04034960269928,0.524119734764099,1.92462611198425,0.0666558520829891,0.837487578392029,0.19608137011528,0.81491219997406,0.405214160680771,1.3914977312088,0.0493824545545199,0.929805815219879,0.0359126664698123,0.940447092056274,0.822575271129608,0.978838205337524,0.0090444892662941,0.187970789652022,0.185045023115854,2.07404600741501e-06,90630.0,20.2296102236188,6726882
0.45,1.15168213844299,0.27859765291214,1.10501861572266,0.595767438411713,1.95408916473389,0.0701639039295443,0.895291447639465,0.210187181830406,0.864586174488068,0.4695203602314,1.44198071956635,0.0529349560470456,0.920656621456146,0.0384954437613487,0.929128050804138,0.796107411384583,0.978236377239227,0.0096949516387297,0.188412329507253,0.185462325323196,2.07891790254058e-06,90630.0,20.2296102236188,6726882
0.5,1.21476221084595,0.30550542473793,1.16876888275146,0.581967651844025,2.08036732673645,0.0769405350619034,0.941961824893951,0.229538589715958,0.893848657608032,0.459441155195236,1.51752388477325,0.0578085443578998,0.911914050579071,0.0408456362783908,0.92049777507782,0.806478381156921,0.979364097118378,0.0102868416053382,0.190608115423293,0.18764089457194,2.10314592765412e-06,90630.0,20.2296102236188,6726882
0.0,0.788673996925354,0.22238554060459137,0.7837027907371521,0.3795837163925171,1.6698687076568604,0.056007071472098824,0.6094375252723694,0.16128264367580414,0.6093336939811707,0.29085367918014526,1.1826472282409668,0.04061850946334211,0.9604772329330444,0.02769695781171322,0.9685101509094238,0.8468166589736938,0.9872006773948669,0.006975388591863085,0.17972425430540054,0.17661451793852306,1.983054775520253e-06,90630.0,20.229610223618764,6726882
