noise_level,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.05,learnable,0.783315181732178,0.208212941884995,0.779906928539276,0.434118151664734,1.55715107917786,0.0524377514965064,0.60571551322937,0.148756980895996,0.623412907123566,0.325011163949966,1.0794905424118,0.0374639622480273,0.961883664131165,0.0236619003117085,0.969571828842163,0.877977609634399,0.986260771751404,0.0059591721511761,0.188289551507859,0.185205313546317,2.07756318556614e-06,90630.0,25.6307169217912,5294918
0.05,sinusoidal,0.783430635929108,0.21623170375824,0.782210528850555,0.424083858728409,1.61063289642334,0.0544572503053646,0.605132400989533,0.153804212808609,0.613354563713074,0.317905157804489,1.09683966636658,0.038735092549352,0.96198582649231,0.0245314426720142,0.969326674938202,0.856330871582031,0.986280977725983,0.0061781638245201,0.184293932384915,0.181349356515067,2.03347602763891e-06,90630.0,25.2893121469589,3661301
0.05,rope,0.778649270534515,0.211084440350533,0.782677352428436,0.411193549633026,1.53146255016327,0.0531609276514987,0.602407991886139,0.150993600487709,0.610324084758759,0.307500928640366,1.07766652107239,0.0380272455275865,0.962151885032654,0.0243947375565767,0.969813287258148,0.863819301128388,0.986592531204224,0.0061437361067063,0.202058039014302,0.198723819308811,2.22948294178861e-06,90630.0,27.1322394968971,8225864
0.1,learnable,0.800717711448669,0.211149662733078,0.802487730979919,0.440213471651077,1.6002242565155,0.0531773551802324,0.619907975196838,0.151110962033272,0.624687492847443,0.330328166484833,1.11955916881561,0.0380568053985332,0.960371851921082,0.0239914804697037,0.968974769115448,0.876689851284027,0.985669851303101,0.0060421764102826,0.183580160140991,0.180664567251054,2.02560035463965e-06,90630.0,25.6307169217912,5294918
0.1,sinusoidal,0.804036319255829,0.219785109162331,0.816601693630219,0.429834216833115,1.64661276340485,0.0553521633903913,0.62155294418335,0.15638579428196,0.640828609466553,0.328167408704758,1.12510824203491,0.0393852496050704,0.960407972335815,0.0246013533324003,0.96847528219223,0.854231715202332,0.984596073627472,0.0061957711975801,0.180791975959899,0.177989757477291,1.99483588171576e-06,90630.0,25.2893121469589,3661301
0.1,rope,0.797644376754761,0.210306107997894,0.802033960819244,0.423245191574097,1.53972601890564,0.0529649105957,0.617217123508453,0.149530306458473,0.613845825195313,0.318684875965118,1.08214139938355,0.0376587170798367,0.960536062717438,0.0247607678174973,0.969027519226074,0.860240042209625,0.98471999168396,0.0062359184842009,0.200924165665157,0.197666350833953,2.21697192612995e-06,90630.0,27.1322394968971,8225864
0.15,learnable,0.833476543426514,0.213133379817009,0.846787571907044,0.449656188488007,1.60893702507019,0.05367694641389,0.645773530006409,0.152993768453598,0.659284353256226,0.340438008308411,1.13002443313599,0.0385309808771737,0.957274258136749,0.0250672064721584,0.967406988143921,0.876062870025635,0.984161376953125,0.0063130947312152,0.184073410336933,0.181135284423828,2.03104281514877e-06,90630.0,25.6307169217912,5294918
0.15,sinusoidal,0.834383487701416,0.21526101231575,0.84886771440506,0.444493263959885,1.59861207008362,0.0542127846992753,0.646695077419281,0.155856713652611,0.661304891109467,0.334213584661484,1.10236322879791,0.0392520049216473,0.957765281200409,0.0244286600500345,0.96713799238205,0.857801616191864,0.983836710453033,0.0061522784588816,0.222929629068526,0.220089246961806,2.45977743648379e-06,90630.0,25.2893121469589,3661301
0.15,rope,0.827277898788452,0.214646741747856,0.857596158981323,0.432790875434876,1.58717143535614,0.0540580822080343,0.642027258872986,0.152636021375656,0.646570324897766,0.325582027435303,1.12780475616455,0.0384408863819858,0.957884907722473,0.0251276083290577,0.967016458511353,0.857440531253815,0.985306620597839,0.0063283061127202,0.201188401570396,0.197906330169193,2.21988747181282e-06,90630.0,27.1322394968971,8225864
0.2,learnable,0.87393718957901,0.215491905808449,0.881683647632599,0.457118451595306,1.60812962055206,0.0542709363637727,0.677688717842102,0.156357407569885,0.677818596363068,0.346386462450027,1.13550066947937,0.0393781007258391,0.953508913516998,0.0258987210690975,0.965011358261108,0.871621370315552,0.982757329940796,0.0065225084888235,0.225481529084463,0.222545153421069,2.48793477970278e-06,90630.0,25.6307169217912,5294918
0.2,sinusoidal,0.867705225944519,0.224625483155251,0.880289316177368,0.456660151481628,1.64612436294556,0.0565711999576923,0.674012124538422,0.1611657589674,0.686551928520203,0.350866913795471,1.15212190151215,0.0405890724637573,0.954622626304627,0.0248903781175613,0.964604020118713,0.859660148620606,0.984813451766968,0.0062685603784724,0.182380596796672,0.179483321416946,2.01236452385161e-06,90630.0,25.2893121469589,3661301
0.2,rope,0.864428520202637,0.217256367206574,0.875596940517426,0.437623679637909,1.62840604782105,0.0547153025053683,0.67145162820816,0.155375465750694,0.693305552005768,0.333723813295364,1.15245115756989,0.039130805355054,0.954654514789581,0.0254717338830233,0.963749170303345,0.861006319522858,0.985352873802185,0.0064149732415891,0.245606505681598,0.242253846425859,2.70999123559084e-06,90630.0,27.1322394968971,8225864
0.25,learnable,0.933313012123108,0.225139290094376,0.934759557247162,0.489991456270218,1.67660081386566,0.0567005946717795,0.724332332611084,0.167696550488472,0.719191551208496,0.374687105417252,1.20547103881836,0.0422338285126588,0.947214841842651,0.0282715521752834,0.957672417163849,0.86813348531723,0.983413457870483,0.0071200980111003,0.186066003072829,0.183107935345362,2.05302883231633e-06,90630.0,25.6307169217912,5294918
0.25,sinusoidal,0.915294110774994,0.225860506296158,0.945924580097199,0.473009705543518,1.64336562156677,0.0568822283314997,0.711286962032318,0.16646246612072,0.728263974189758,0.364139139652252,1.16925966739655,0.041923027264702,0.949342250823975,0.0276161711663008,0.960108697414398,0.844163417816162,0.982588768005371,0.006955042676785,0.182264619403415,0.179409268576001,2.01108484390837e-06,90630.0,25.2893121469589,3661301
0.25,rope,0.919775903224945,0.225251451134682,0.941782534122467,0.459811449050903,1.65769159793854,0.056728843914867,0.715582609176636,0.164734348654747,0.736083447933197,0.354458540678024,1.19408977031708,0.0414878094544977,0.94942444562912,0.0266399700194597,0.958171784877777,0.849370658397675,0.982981264591217,0.0067091896482354,0.20090877820575,0.197640406048487,2.21680214284178e-06,90630.0,27.1322394968971,8225864
0.3,learnable,0.986716449260712,0.23244671523571,0.974646389484406,0.487612664699554,1.70099210739136,0.0585409470351499,0.766360104084015,0.170571476221085,0.735127329826355,0.376206338405609,1.2298150062561,0.0429578722139328,0.941471874713898,0.0298559237271547,0.952593505382538,0.866300821304321,0.977828741073608,0.0075191171734467,0.233266573103647,0.230305708143446,2.57383397444166e-06,90630.0,25.6307169217912,5294918
0.3,sinusoidal,0.982417225837708,0.252060562372208,0.969634294509888,0.5163414478302,1.83321332931519,0.0634806326918971,0.760816037654877,0.184267148375511,0.737766444683075,0.395508646965027,1.34334635734558,0.0464070835716895,0.94264280796051,0.0286027621477842,0.952573716640472,0.850001752376556,0.976517856121063,0.0072035123068345,0.183534879533071,0.180633061726888,2.02510073411753e-06,90630.0,25.2893121469589,3661301
0.3,rope,0.97589772939682,0.248998016119003,0.983119368553162,0.489748179912567,1.82350206375122,0.0627093430903283,0.75815349817276,0.182555615901947,0.765841603279114,0.375548958778381,1.32192993164063,0.0459760359410369,0.943611145019531,0.0283935107290745,0.956793129444122,0.838799715042114,0.981011033058167,0.0071508135244383,0.202557503230988,0.19923821101113,2.23499396701962e-06,90630.0,27.1322394968971,8225864
0.35,learnable,1.07722163200378,0.259382903575897,1.07823514938355,0.526174485683441,1.80215048789978,0.065324738216864,0.832573652267456,0.187734439969063,0.845271170139313,0.402282029390335,1.26776218414307,0.0472803079996732,0.930928230285645,0.0339922122657299,0.944382786750794,0.847043991088867,0.973840177059174,0.0085608275600175,0.184544044827658,0.181606396145291,2.03623573681626e-06,90630.0,25.6307169217912,5294918
0.35,sinusoidal,1.03791189193726,0.264449000358582,1.00939965248108,0.524393379688263,1.86354875564575,0.0666006120974287,0.804569721221924,0.195971339941025,0.78218948841095,0.398657888174057,1.33714699745178,0.0493547377540001,0.936351597309113,0.0299691744148731,0.947385430335999,0.849456906318665,0.979667067527771,0.0075476382228801,0.183682347100879,0.180802036103748,2.02672787267879e-06,90630.0,25.2893121469589,3661301
0.35,rope,1.05172204971313,0.26984179019928,1.03815627098084,0.500283300876617,1.90733373165131,0.0679587651098967,0.815771698951721,0.198522329330444,0.801306307315826,0.383806079626083,1.40222215652466,0.0499971985944211,0.934759259223938,0.0318089723587036,0.948820948600769,0.838237822055817,0.978438973426819,0.0080109856627629,0.255050893813845,0.251786192152235,2.81419942418454e-06,90630.0,27.1322394968971,8225864
0.4,learnable,1.14748275279999,0.277397572994232,1.12619400024414,0.571651935577393,1.92528426647186,0.0698616627197921,0.890972077846527,0.208915561437607,0.874000370502472,0.440068960189819,1.38187623023987,0.0526147011509803,0.920387148857117,0.0415336973965168,0.936218738555908,0.810911536216736,0.975685238838196,0.0104601265283625,0.188394421622867,0.18533788578094,2.07872030920078e-06,90630.0,25.6307169217912,5294918
0.4,sinusoidal,1.13080334663391,0.310429990291595,1.09791815280914,0.541334092617035,2.31415414810181,0.0781807836942987,0.876715242862701,0.229858830571175,0.84674209356308,0.412904977798462,1.67198216915131,0.0578892000984775,0.924576342105866,0.0367896258831024,0.937953472137451,0.812042236328125,0.977001845836639,0.0092653468157345,0.183869967384944,0.180953748672728,2.02879805125173e-06,90630.0,25.2893121469589,3661301
