probability,positional_encoding,scale_factor,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.0,learnable,3,0.9568114876747131,0.17079053819179535,0.8995154500007629,0.7401080131530762,1.2984051704406738,0.0945806456525704,0.7170536518096924,0.10541462153196335,0.6727368235588074,0.5751529335975647,0.9493832588195801,0.05837667030865923,0.9675512313842773,0.010663405992090702,0.9701735377311707,0.9372169971466064,0.9780957102775574,0.005905197514719962,0.09242587089538576,0.08724868977864582,1.0855751808243568e-06,85140.0,63.42935929298402,68590
0.0,sinusoidal,3,0.9030463099479675,0.18133299052715302,0.8545457124710083,0.7007371783256531,1.3016799688339233,0.1004188563997408,0.6691928505897522,0.11586412787437439,0.6151668429374695,0.5472414493560791,0.9667742252349854,0.06416341377331736,0.971068799495697,0.010374766774475574,0.9756096005439758,0.9432103037834167,0.9802311062812805,0.005745354009790926,0.10879178047180174,0.1054121419270833,1.2777986900610969e-06,85140.0,74.92423815727236,138586
0.0,rope,3,0.9661306738853455,0.2010454535484314,0.9157328009605408,0.7396918535232544,1.3846430778503418,0.11133525758093765,0.7177016139030457,0.13085176050662994,0.6500362753868103,0.5751202702522278,1.025589942932129,0.07246328910258293,0.9667006134986877,0.013322215527296066,0.9715731739997864,0.9276699423789978,0.9791954755783081,0.0073775975466300325,0.14445892969767252,0.14063403320312504,1.6967222186712767e-06,85140.0,334.8686970551808,144696
0.01,learnable,3,1.0188220739364624,0.17487189173698425,0.9502924680709839,0.7919020056724548,1.3982980251312256,0.09684081959888347,0.7581822276115417,0.11256043612957001,0.7255045771598816,0.6114726662635803,1.037361979484558,0.0623338903059486,0.9633664488792419,0.010675844736397266,0.96549391746521,0.9340489506721497,0.9769551157951355,0.005912085353613206,0.0906680742899577,0.08703203938802083,1.064929225862787e-06,85140.0,63.42935929298402,68590
0.01,sinusoidal,3,0.9943466782569885,0.19063960015773773,0.9261704087257385,0.7607282996177673,1.4513336420059204,0.10557268771920425,0.7289692759513855,0.13469956815242767,0.6833975911140442,0.5808370113372803,1.0969688892364502,0.07459412967902512,0.9652243256568909,0.01068897359073162,0.9691066145896912,0.9366298913955688,0.9771309494972229,0.005919355711508256,0.10235292116800944,0.099070166015625,1.2021719657976206e-06,85140.0,74.92423815727236,138586
0.01,rope,3,1.1304529905319214,0.23323626816272736,1.0718024969100952,0.8455628156661987,1.6915632486343384,0.12916193743845583,0.8087241649627686,0.1643151342868805,0.7576616406440735,0.6273446679115295,1.2314203977584839,0.09099467482834367,0.9524310827255249,0.024367621168494225,0.9602364301681519,0.8870496153831482,0.9729331135749817,0.013494338556173657,0.11779025395711268,0.11379742024739588,1.3834890058387676e-06,85140.0,334.8686970551808,144696
0.02,learnable,3,1.1437877416610718,0.1700126826763153,1.0601831674575806,0.9330238699913025,1.4231325387954712,0.09414987532433061,0.8468551635742188,0.11683934926986694,0.8013442158699036,0.7207303643226624,1.06913423538208,0.06470347067924898,0.9534817337989807,0.01378865260630846,0.9581282138824463,0.917123019695282,0.9675195217132568,0.007635901242880605,0.08892122904459637,0.08543699544270833,1.0444118985740703e-06,85140.0,63.42935929298402,68590
0.02,sinusoidal,3,1.0516877174377441,0.1801893711090088,1.0030584335327148,0.8152267932891846,1.3830970525741577,0.0997855487518704,0.7678042650222778,0.12223640084266663,0.7319757342338562,0.6273500323295593,1.0310676097869873,0.06769225643330268,0.9605824947357178,0.014039291068911552,0.9661929607391357,0.9184890985488892,0.9728444218635559,0.007774700210244512,0.10589882532755529,0.10257788899739584,1.2438198887427219e-06,85140.0,74.92423815727236,138586
0.02,rope,3,1.2285563945770264,0.21271248161792755,1.1870256662368774,0.919013500213623,1.583626389503479,0.11779624521787047,0.8851575255393982,0.15163639187812805,0.8351371884346008,0.6880136728286743,1.1308739185333252,0.08397343168419225,0.9455796480178833,0.021619686856865883,0.9521278738975525,0.8833705186843872,0.9678873419761658,0.011972583086214517,0.12192077636718748,0.11683417968750005,1.4320034809394817e-06,85140.0,334.8686970551808,144696
0.03,learnable,3,1.225555181503296,0.19751578569412231,1.1500499248504639,0.9423884153366089,1.5987720489501953,0.10938059546904433,0.9056268334388733,0.14555509388446808,0.8462350368499756,0.7167134881019592,1.221908450126648,0.08060572240718011,0.9465996026992798,0.0165853314101696,0.9504396915435791,0.9031354784965515,0.964277982711792,0.009184649770443754,0.10835005442301429,0.10468780924479164,1.272610458339374e-06,85140.0,63.42935929298402,68590
