probability,scale_factor,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
0.0,5,0.9422135949134828,0.2730621695518493,0.9335670471191406,0.4828751385211944,1.647807002067566,0.1058824611625024,0.720732569694519,0.2016279250383377,0.7165813446044922,0.385305255651474,1.290150761604309,0.0781831516748068,0.9366945028305054,0.0447538532316684,0.9476587772369384,0.7882967591285706,0.9829939603805542,0.0173537340440024,0.1889534337180001,0.1837663922991071,1.204522430789827e-06,156870.0,161.54979140417916,156143
0.05,5,2.0894057750701904,0.4896056056022644,2.24993896484375,1.1364006996154783,2.842979431152344,0.1898492373048532,1.4840835332870483,0.3658552467823028,1.6034822463989258,0.8116031289100647,2.1239418983459477,0.1418638567420898,0.7092464566230774,0.1439634710550308,0.7497962713241577,0.2095478177070617,0.8549867272377014,0.0558232130627113,0.3602687971932547,0.3553865792410716,2.296607364016413e-06,156870.0,161.54979140417916,156143
0.1,5,2.752243757247925,0.6623906493186951,2.768261671066284,1.4836313724517822,4.029080867767334,0.2568482787184685,2.044732093811035,0.4889552295207977,2.126983642578125,1.0883320569992063,2.963362216949463,0.189597057531702,0.4952960312366485,0.2446065098047256,0.542172908782959,-0.2978216409683227,0.7592142820358276,0.0948485030431565,0.2078168136732918,0.2025465611049107,1.324770916512347e-06,156870.0,161.54979140417916,156143
0.15,5,3.4179861545562744,0.8561302423477173,3.625636100769043,1.71977436542511,4.810153961181641,0.3319726575998238,2.6404995918273926,0.6581111550331116,2.818063259124756,1.3261653184890747,3.7546966075897217,0.2551888697698761,0.2446040660142898,0.3274933099746704,0.3448879420757293,-0.8150860071182251,0.582129955291748,0.1269886515568124,0.1946912322725567,0.1897219063895089,1.2410992048993234e-06,156870.0,161.54979140417916,156143
0.2,5,3.805846691131592,0.9720364212989808,3.9493284225463863,1.9043023586273196,5.445291996002197,0.3769163948208707,2.97192907333374,0.7426725625991821,3.097560405731201,1.4879063367843628,4.3243842124938965,0.2879783552109369,0.0669036507606506,0.4063523709774017,0.1796636283397674,-1.2716460227966309,0.4696881175041199,0.157567000715206,0.1887226360184806,0.1832890276227678,1.203051163501502e-06,156870.0,161.54979140417916,156143
0.25,5,4.1188178062438965,1.0112181901931765,4.293562889099121,2.17689061164856,5.947740077972412,0.3921094923614339,3.2804415225982666,0.7849850654602051,3.39832067489624,1.715340495109558,4.75446367263794,0.3043854500930036,-0.1175653263926506,0.528619647026062,0.0125620365142822,-1.795173168182373,0.4812352061271667,0.2049773025494055,0.2412169916289193,0.236144548688616,1.5376872036011943e-06,156870.0,161.54979140417916,156143
0.3,5,4.432070732116699,1.1172351837158203,4.438529014587402,2.323519706726074,6.399883270263672,0.4332185560678612,3.536193370819092,0.870220422744751,3.544750690460205,1.845176339149475,5.17446756362915,0.3374362877043957,-0.2871432900428772,0.5909937620162964,-0.1274952888488769,-2.096776962280273,0.3460193276405334,0.229163461618318,0.1888034258569989,0.1839975760323661,1.2035661749027793e-06,156870.0,161.54979140417916,156143
0.35,5,4.726735591888428,1.2053316831588743,4.8636651039123535,2.460540533065796,6.598938465118408,0.4673788562675565,3.8030059337615967,0.9536778330802916,3.913166046142578,1.966009259223938,5.3940253257751465,0.3697976667943825,-0.4393059313297272,0.6132282614707947,-0.3463302254676819,-2.2501583099365234,0.1980090141296386,0.2377851022101699,0.1975292222840445,0.1926211286272321,1.2591905544976384e-06,156870.0,161.54979140417916,156143
0.4,5,4.883158206939697,1.259194016456604,5.109102249145508,2.4773192405700684,6.828397274017334,0.4882644657970028,3.9435667991638175,0.9946353435516356,4.139975547790527,1.9898494482040403,5.578434944152832,0.3856793361912896,-0.5409959554672241,0.7024044990539551,-0.3776063323020935,-2.853100299835205,0.1605882048606872,0.2723640306171856,0.1979706117085048,0.1930047956194196,1.2620042819436785e-06,156870.0,161.54979140417916,156143
0.45,5,5.091176509857178,1.2987427711486816,5.341648101806641,2.6918888092041016,7.216320037841797,0.5035998883671509,4.104613304138184,1.0185552835464478,4.325440883636475,2.165046215057373,5.861968040466309,0.3949545253695845,-0.6782588958740234,0.7465887069702148,-0.5218065977096558,-2.9553098678588867,0.0472733378410339,0.2894968761388355,0.1862522193363734,0.1813913051060268,1.1873029855063012e-06,156870.0,161.54979140417916,156143
0.5,5,5.215958118438721,1.3107683658599854,5.375461578369141,2.7042555809021,7.5609540939331055,0.5082629210711458,4.21344804763794,1.0375792980194092,4.295111656188965,2.1876027584075928,6.14859676361084,0.4023312729287625,-0.7686423659324646,0.7927212715148926,-0.5589399337768555,-3.334936618804932,0.0879004001617431,0.3073851908669334,0.1862497755459376,0.1805567801339285,1.187287407062776e-06,156870.0,161.54979140417916,156143
0.0,3,0.9422136545181274,0.27306216955184937,0.9335670471191406,0.48287513852119446,1.647807002067566,0.1058824458751737,0.720732569694519,0.2016279250383377,0.7165813446044922,0.385305255651474,1.290150761604309,0.07818315167480683,0.9366945028305054,0.04475385323166847,0.9476587772369385,0.7882967591285706,0.9829939603805542,0.017353734044002422,0.23563130412782943,0.22847070312499998,1.5020800926106294e-06,156870.0,161.54979140417916,156143
0.01,3,1.0385504961013794,0.2649839520454407,1.0335105657577515,0.6170223951339722,1.7751601934432983,0.10275004930702014,0.7765286564826965,0.20244020223617554,0.7709702253341675,0.4477795958518982,1.3806942701339722,0.0784981165066585,0.9229737520217896,0.05162947252392769,0.9391942024230957,0.7658764719963074,0.9732555150985718,0.020019821226825107,0.24295363255909508,0.23586669921875,1.5487577775170216e-06,156870.0,161.54979140417916,156143
0.02,3,1.1405184268951416,0.27263927459716797,1.1353120803833008,0.6909120082855225,1.8691898584365845,0.10571847398824263,0.8453336358070374,0.210008442401886,0.8527436256408691,0.5095058083534241,1.440243124961853,0.08143277147892802,0.9080542325973511,0.059634506702423096,0.9255295991897583,0.7180228233337402,0.96239173412323,0.023123846423949712,0.2287845185824803,0.2201911446707589,1.4584338533975917e-06,156870.0,161.54979140417916,156143
0.03,3,1.2108337879180908,0.28933286666870117,1.1604613065719604,0.7141076326370239,2.0040206909179688,0.11219156462085622,0.8926429748535156,0.21633876860141754,0.8742009401321411,0.5624222159385681,1.5282806158065796,0.0838874119757459,0.8961172699928284,0.06495475023984909,0.9139695763587952,0.6925815939903259,0.9579147100448608,0.02518682365024172,0.1976402742522103,0.19036291503906252,1.259898478053231e-06,156870.0,161.54979140417916,156143
0.04,3,1.3464993238449097,0.328732430934906,1.3489091396331787,0.7506018877029419,2.088806390762329,0.127469147583116,0.9922001957893372,0.2456386834383011,1.0262359380722046,0.5800248980522156,1.5945874452590942,0.09524874059413024,0.8756738305091858,0.07294627279043198,0.8988466858863831,0.6312124133110046,0.9429112672805786,0.02828560911547684,0.49732231242316116,0.4908086983816965,3.1702831161035317e-06,156870.0,161.54979140417916,156143
