future_step,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
1,learnable,0.8746011299746377,0.17737239516485975,0.8285827338695526,0.6138074398040771,1.417490005493164,0.07003991868869908,0.6778053864836693,0.12992156981051595,0.6440850794315338,0.4880515933036804,1.0542840957641602,0.05130277559244156,0.9325806902987617,0.058507543272607446,0.9535233378410339,0.7409528493881226,0.982943594455719,0.02310316421943892,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
2,learnable,1.0169088457311903,0.2338873276956394,0.9681196212768555,0.7071381211280823,1.5709017515182495,0.09235625080720067,0.7906230837106705,0.17849654873988224,0.7574995458126068,0.5512132048606873,1.240390658378601,0.07048381879454702,0.9147100129297802,0.06197509827656483,0.9297787249088287,0.7164946794509888,0.9795098304748535,0.02447241488722196,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
3,learnable,1.1287520719426019,0.28219730986952735,1.080490231513977,0.7312936186790466,1.8359401226043701,0.11143265342422959,0.8785537758043834,0.2179524277155935,0.8262848854064941,0.5683571696281433,1.4456367492675781,0.0860639577033182,0.8998468028647559,0.06429844121416188,0.9111429452896118,0.6989305019378662,0.9724863767623901,0.025389844853051846,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
4,learnable,1.1997445545026235,0.31075493148667954,1.1260313987731934,0.7472847700119019,1.9621914625167847,0.12270934331810457,0.9339079111814499,0.2411740046896634,0.8634816110134125,0.5809485912322998,1.539851427078247,0.0952335771448074,0.8906206978218896,0.06373376159423375,0.8975037634372711,0.7001264691352844,0.9655166268348694,0.025166867006763183,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
5,learnable,1.2452292421034403,0.3260767166546165,1.1741428971290588,0.7563372254371643,2.019124984741211,0.128759532730784,0.9688501464469093,0.25150153162982725,0.8966479301452637,0.5876485705375671,1.580298900604248,0.09931165900456995,0.8844564386776516,0.06364224299143878,0.8890990912914276,0.6972817182540894,0.9613106846809387,0.025130728601503893,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
6,learnable,1.2780389104570662,0.33812165604779476,1.2015042304992676,0.7648817896842957,2.071052312850952,0.13351577777626789,0.9943979127066476,0.26023877642060284,0.9198314845561981,0.5921943187713623,1.6209803819656372,0.10276177825306054,0.8798401568617139,0.0645573605204031,0.884650856256485,0.6840959787368774,0.9580062031745911,0.025492085605561376,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
7,learnable,1.3031589197260993,0.3458247794109865,1.2269742488861084,0.7754647135734558,2.0966689586639404,0.1365575483601602,1.0133181597505296,0.26610024485062955,0.9519140124320984,0.5998314619064331,1.6513971090316772,0.10507632540598077,0.8765567328248706,0.06409144138461785,0.8812363147735596,0.6832932233810425,0.9554755091667175,0.02530810580219023,0.43446916341781616,0.4310061994280134,3.5609307713942804e-05,12201.0,44.52569377422333,1009368
1,sinusoidal,0.881407522729465,0.20293865561873534,0.8835301995277405,0.6085507869720459,1.569261074066162,0.08013539494191879,0.6888310334512165,0.15745171977291314,0.691065102815628,0.47600746154785156,1.2198222875595093,0.06217374265054443,0.9354149316038404,0.04821963508726915,0.9537501335144043,0.7928445935249329,0.9844080209732056,0.01904072681418112,0.46068297965185984,0.456997562953404,3.7757805069409044e-05,12201.0,49.153737945216044,814264
2,sinusoidal,1.0220817923545837,0.25217321981388846,1.0162652730941772,0.6762632727622986,1.665680170059204,0.09957689185409002,0.8010566596473966,0.198515244603468,0.7783679366111755,0.5342854857444763,1.297685980796814,0.07838870066320613,0.9162700559411731,0.056036761761201745,0.931612104177475,0.7477800846099854,0.9810653328895569,0.02212751445164074,0.46068297965185984,0.456997562953404,3.7757805069409044e-05,12201.0,49.153737945216044,814264
3,sinusoidal,1.1295581821884428,0.29420528854873557,1.087838053703308,0.7217423915863037,1.8565053939819336,0.11617430360900416,0.8854136360543114,0.2320599310850886,0.8438582718372345,0.5678471922874451,1.4562129974365234,0.0916346576309005,0.901357997741018,0.05990734344417585,0.9121498763561249,0.7234320640563965,0.973532497882843,0.023655910266003555,0.46068297965185984,0.456997562953404,3.7757805069409044e-05,12201.0,49.153737945216044,814264
