future_step,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,RMSE_CI95,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,MAE_CI95,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,NSE_CI95,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
1,learnable,0.8611025889714559,0.14172495738665178,0.8478103280067444,0.7017112374305725,1.280039668083191,0.08123934677262568,0.6836538314819336,0.12400507615505217,0.6536599397659302,0.5530086755752563,1.0680253505706787,0.07108198562263213,0.9717428088188171,0.011455881263175934,0.9713051915168762,0.9451934099197388,0.9861875772476196,0.006566721399577813,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
2,learnable,1.066724948088328,0.12479857735649413,1.0264496803283691,0.9060434699058533,1.3387590646743774,0.07153683507510067,0.838470725218455,0.10624896544628275,0.79499351978302,0.706205427646637,1.0884160995483398,0.06090385707137447,0.9563405553499857,0.015938735345503385,0.9545722007751465,0.9258674383163452,0.9832078814506531,0.009136375637198824,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
3,learnable,1.227386728922526,0.1382846309414519,1.1918842792510986,1.0267620086669922,1.5430512428283691,0.07926728851100195,0.9589110692342122,0.1130469534657335,0.9252289533615112,0.8040985465049744,1.220832347869873,0.06480058857337556,0.9419136762619018,0.021088634740212976,0.9363811612129211,0.9106874465942383,0.9780215620994568,0.012088392490727018,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
4,learnable,1.341326912244161,0.15313028293865663,1.3193460702896118,1.1081715822219849,1.6982591152191162,0.08777708871066814,1.042945921421051,0.12341244476391579,1.0153878927230835,0.8826044201850891,1.3402477502822876,0.07074227843216518,0.9308749437332153,0.024384096573595356,0.923245370388031,0.8956326246261597,0.9720431566238403,0.013977411698033682,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
5,learnable,1.4217543760935465,0.16249521439055586,1.4070976972579956,1.1388726234436035,1.7969787120819092,0.09314523930144314,1.108573321501414,0.12997964434866754,1.0824401378631592,0.9075478315353394,1.4258909225463867,0.07450671776754048,0.9229035417238871,0.0259147640136869,0.9161278009414673,0.8859366774559021,0.9661460518836975,0.014854818368334577,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
6,learnable,1.4805780410766602,0.17167469582139164,1.4698305130004883,1.1463333368301392,1.8686182498931885,0.09840708653642283,1.1629568139712017,0.13827866742420847,1.144750952720642,0.9205380082130432,1.4959766864776611,0.07926387011346447,0.9169117252031962,0.026834155113353797,0.910342276096344,0.8790231943130493,0.9615463018417358,0.015381830221029902,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
7,learnable,1.527856993675232,0.1773103325870008,1.5351521968841553,1.156509518623352,1.9197700023651123,0.10163753696610134,1.2032633821169536,0.14168777198129442,1.1889125108718872,0.9272014498710632,1.5445131063461304,0.08121803141577955,0.9120151042938233,0.027238597038244883,0.9051154255867004,0.8733707666397095,0.9567045569419861,0.015613663755443818,0.18657636642456055,0.18405165201822918,2.817522899797049e-05,6622.0,286.85092997550964,42265
1,sinusoidal,0.9483980019887288,0.12174123968393397,0.9306830167770386,0.7652488350868225,1.1956000328063965,0.06978431300727239,0.7430167357126872,0.08356873762918939,0.7398284673690796,0.6134244799613953,0.8826035857200623,0.047903134217119225,0.9662839412689209,0.01202550074466335,0.9693121910095215,0.9334276914596558,0.9841206073760986,0.006893237741076863,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
2,sinusoidal,1.155734658241272,0.13107481199215448,1.1753168106079102,0.930451512336731,1.4380806684494019,0.0751344879613296,0.9003858168919882,0.09730805961209375,0.9018798470497131,0.7473272085189819,1.1417726278305054,0.055778765747173664,0.9496250470479329,0.016518110040460332,0.9497010111808777,0.9183076620101929,0.9797735214233398,0.009468483846104436,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
3,sinusoidal,1.3173445860544841,0.15600460295852514,1.3088659048080444,1.0650291442871094,1.6891423463821411,0.08942470170089512,1.0262423912684122,0.12086585664862799,1.008033275604248,0.8546270728111267,1.3311635255813599,0.06928252738478613,0.9342632571856181,0.021701682166035064,0.9307387471199036,0.9050953984260559,0.9737764000892639,0.01243980252698862,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
4,sinusoidal,1.4168845812479656,0.17282073274544374,1.4177151918411255,1.1264870166778564,1.8247694969177246,0.09906401593547898,1.1066487113634744,0.1349727345666869,1.1088694334030151,0.8806442618370056,1.4355865716934204,0.07736884872293759,0.9240284244219462,0.024753456219117485,0.9182044863700867,0.890127956867218,0.9683587551116943,0.014189135426018407,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
5,sinusoidal,1.4779476483662923,0.18349005469566151,1.4791991710662842,1.1380492448806763,1.8992465734481812,0.10517986710047755,1.1591825127601623,0.1448871026988412,1.1659252643585205,0.8919615745544434,1.5067435503005981,0.08305194650311298,0.9175092220306397,0.02638747025240387,0.9112178087234497,0.8808358311653137,0.9640964865684509,0.015125782260346554,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
6,sinusoidal,1.527175537745158,0.19354343457727258,1.5233094692230225,1.146552562713623,1.9559019804000854,0.11094264896684258,1.2046058257420857,0.15557680739798482,1.20570707321167,0.8997517824172974,1.5678483247756958,0.08917948143389798,0.9121795813242595,0.027602342590590478,0.9063606858253479,0.8735448718070984,0.9599228501319885,0.01582216938217962,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
7,sinusoidal,1.5691267887751261,0.19812876696348505,1.560240387916565,1.1679414510726929,1.9945318698883057,0.1135710456491219,1.245805803934733,0.16069415198083095,1.2400726079940796,0.9239345788955688,1.6160180568695068,0.09211283727175967,0.9074945449829102,0.028446380063724613,0.9018251299858093,0.8680991530418396,0.9558785557746887,0.016305987153117263,0.18261688550313313,0.17983051757812504,2.757730074043085e-05,6622.0,282.33436822891235,9803
1,rope,0.9505733251571655,0.11935786905332119,0.9404886364936829,0.749025285243988,1.1322687864303589,0.06841812121777835,0.7420838554700215,0.0951670172029131,0.7461195588111877,0.5856521725654602,0.8962732553482056,0.05455148094186024,0.965316100915273,0.013911606898454785,0.9684386253356934,0.9351611137390137,0.982820451259613,0.007974388405739385,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
2,rope,1.1125847180684407,0.12470919448495371,1.1073617935180664,0.881690263748169,1.3747540712356567,0.07148559917261377,0.860126797358195,0.0964936031941273,0.825690507888794,0.7014636397361755,1.0769544839859009,0.055311904379984345,0.9522271116574605,0.018530200862671795,0.9534441232681274,0.9189466834068298,0.9793954491615295,0.010621851235008917,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
3,rope,1.2398250699043274,0.14215301820768378,1.225588321685791,0.9947977662086487,1.5665849447250366,0.08148471909180532,0.9602818568547566,0.10969995269385797,0.9282335042953491,0.7919661402702332,1.2182700634002686,0.0628820263005867,0.9404789606730143,0.02270969663931379,0.9382390975952148,0.9080128073692322,0.9763842821121216,0.013017614924018317,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
4,rope,1.3262961149215697,0.15416076679691695,1.3152035474777222,1.066560983657837,1.6871039867401123,0.08836778097156905,1.0315333406130474,0.11979111836331024,1.0000022649765015,0.8541462421417236,1.3225455284118652,0.06866646767405693,0.9319795807202657,0.02537453014725063,0.9289012551307678,0.8968272805213928,0.9726329445838928,0.01454514640072202,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
5,rope,1.3894027948379517,0.16396184422283808,1.386900782585144,1.1156201362609863,1.7735559940338135,0.09398593843961112,1.0868798216183981,0.12896472867745726,1.067592978477478,0.8994634747505188,1.4046308994293213,0.07392494947719275,0.9256356477737426,0.026986453700080796,0.9221417903900146,0.8875648975372314,0.9689949154853821,0.015469130566207245,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
6,rope,1.4378746350606282,0.16917485750293879,1.4267204999923706,1.1469560861587524,1.8288013935089111,0.09697413333062821,1.1268033146858216,0.13304108150816893,1.1119810342788696,0.9273920655250549,1.4531216621398926,0.07626158973652464,0.9207606315612793,0.027859798537497864,0.9176666736602783,0.8807798624038696,0.9650874733924866,0.015969747856254712,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
7,rope,1.4798250993092854,0.17260483888704112,1.4682340621948242,1.1730287075042725,1.8713831901550293,0.09894026161335923,1.161119278271993,0.13648145569193798,1.1365277767181396,0.9499726295471191,1.496516227722168,0.07823367536277259,0.9164721091588338,0.02841307620510156,0.9138081669807434,0.875046968460083,0.9606804847717285,0.016286896770100423,0.2106744607289632,0.20717203369140624,3.1814325087430266e-05,6622.0,180.9530177116394,50870
