window_len,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
15,rope,1.0586241483688354,0.2834577262401581,0.9520218968391418,0.7431214451789856,1.647162675857544,0.8381226658821106,0.2259862869977951,0.7340943217277527,0.586300790309906,1.3233535289764404,0.9609658122062684,0.0144579857587814,0.9648683071136476,0.9276333451271056,0.9765684008598328,0.217188294728597,0.2140860198974609,1.4181410037779758e-05,15315.0,406.45828914642334,25559
30,sinusoidal,0.8215624690055847,0.1222716644406318,0.7964887022972107,0.6593809723854065,1.1069942712783811,0.6479962468147278,0.0935762673616409,0.6275861263275146,0.5303405523300171,0.8844065070152283,0.9753180146217346,0.0096848420798778,0.975999355316162,0.9492062330245972,0.9848009943962096,0.2238842805226643,0.2206724609375,7.418299553434871e-06,30180.0,243.5404291152954,30399
30,rope,0.8142330050468445,0.1291806399822235,0.7962656617164612,0.6646909117698669,1.1318459510803225,0.6473344564437866,0.1073458418250083,0.6224778890609741,0.5217371582984924,0.9194531440734864,0.9755335450172424,0.0105440355837345,0.9773056507110596,0.94554203748703,0.9870150685310364,0.2323998610178629,0.2287561269124349,7.700459278259212e-06,30180.0,406.45828914642334,25559
60,sinusoidal,0.7295768857002258,0.0866995751857757,0.7293461561203003,0.5956317782402039,0.889716386795044,0.5723983645439148,0.0658420026302337,0.575661301612854,0.4738143384456634,0.7104356288909912,0.9795833230018616,0.0105053409934043,0.9806990027427672,0.9491467475891112,0.9909708499908448,0.2076752026875813,0.2048148264567057,3.54636616611307e-06,58560.0,243.5404291152954,30399
60,rope,0.7272371649742126,0.080294519662857,0.6901516914367676,0.6059240102767944,0.8647292256355286,0.570329487323761,0.0599259249866008,0.542479395866394,0.472298115491867,0.6809152960777283,0.9794873595237732,0.0102910539135336,0.979113519191742,0.9526383876800536,0.9908724427223206,0.2822387059529622,0.2774786997477214,4.8196500333497646e-06,58560.0,406.45828914642334,25559
90,sinusoidal,0.6995705366134644,0.085890844464302,0.6550551652908325,0.5667514801025391,0.8473772406578064,0.5487588047981262,0.0644552111625671,0.5160656571388245,0.4448093771934509,0.6796665191650391,0.9806655645370485,0.0106667410582304,0.9815130829811096,0.9517555832862854,0.993302047252655,0.1971819082895914,0.1942178975423177,2.315972613220478e-06,85140.0,243.5404291152954,30399
90,rope,0.719637930393219,0.0795873031020164,0.6892917156219482,0.595048189163208,0.8580802083015442,0.5623350143432617,0.0581859424710273,0.5412912368774414,0.4617430567741394,0.673770546913147,0.9799219369888306,0.009914212860167,0.9794665575027466,0.954924464225769,0.9912319779396056,0.2217921415964762,0.2177417236328125,2.60502867743101e-06,85140.0,406.45828914642334,25559
120,learnable,2.6045312881469727,0.681505560874939,2.528047561645508,1.4742130041122437,3.9312727451324463,2.0878002643585205,0.5413485765457153,2.0102577209472656,1.1977678537368774,3.1608383655548096,0.7747419476509094,0.0358615443110466,0.7728313207626343,0.7034326195716858,0.8385105729103088,0.2078434785207112,0.2009890197753906,1.890861340253924e-06,109920.0,341.7211420536041,83102
120,sinusoidal,2.988087654113769,1.024089217185974,2.859044313430786,1.7259117364883425,4.598001003265381,2.397999048233032,0.8856174349784851,2.1490120887756348,1.3711581230163574,3.827885150909424,0.7071039080619812,0.0906753316521644,0.7431766986846924,0.5583606958389282,0.8198689818382263,0.2435567061106364,0.2395882222493489,2.2157633379788613e-06,109920.0,243.5404291152954,30399
120,rope,0.7156400084495544,0.0813298150897026,0.6879801750183105,0.5903831124305725,0.8600006699562073,0.5577053427696228,0.05900764092803,0.5339847803115845,0.4582398533821106,0.6715850234031677,0.9802167415618896,0.0096518388018012,0.9804294109344482,0.9560471177101136,0.9912248253822328,0.223900556564331,0.2195457590738932,2.0369410167788485e-06,109920.0,406.45828914642334,25559
150,learnable,4.099669456481934,1.1697083711624146,3.8102874755859375,2.326249361038208,6.223241806030273,3.4320852756500244,0.9650238752365112,3.194535970687866,1.9938889741897583,5.184694766998291,0.4460385739803314,0.1002587080001831,0.4372747540473938,0.2568262219429016,0.5978981256484985,0.2176256497701009,0.21289911804199219,1.6375142947336412e-06,132900.0,341.7211420536041,83102
150,sinusoidal,4.457103252410889,0.9694675803184509,4.527419090270996,2.9151413440704346,6.040706634521484,3.397854804992676,0.7229930758476257,3.4624602794647217,2.2199339866638184,4.554869174957275,0.33234885334968567,0.05239449068903923,0.33636730909347534,0.26028066873550415,0.40018749237060547,0.19134999910990397,0.18775675252278648,1.4398043574861094e-06,132900.0,243.5404291152954,30399
150,rope,0.7344775795936584,0.08780385553836823,0.7592096328735352,0.6310021877288818,0.9334385395050049,0.5720347166061401,0.05993488058447838,0.5779426693916321,0.49272313714027405,0.6935845017433167,0.9797815084457397,0.008930698968470097,0.980864405632019,0.9556492567062378,0.9888415336608887,0.25563950538635255,0.2513425354003906,1.923547820815294e-06,132900.0,406.45828914642334,25559
180,learnable,5.311953544616699,1.5399041175842285,4.853299140930176,3.138580322265625,7.968901634216309,4.533899307250977,1.3041893243789673,4.141665458679199,2.704745054244995,6.777163505554199,0.07023255527019501,0.17387805879116058,0.0602760910987854,-0.21857976913452148,0.335651159286499,0.21004622777303059,0.20540179850260418,1.3632283733971352e-06,154080.0,341.7211420536041,83102
180,sinusoidal,5.649782180786133,1.193230152130127,5.806493759155273,3.583104372024536,7.5882792472839355,4.19455623626709,0.9354861974716187,4.288884162902832,2.5734546184539795,5.662431240081787,-0.076509989798069,0.10692527145147324,-0.10980355739593506,-0.21613538265228271,0.08032655715942383,0.18813729286193848,0.18419061889648436,1.221036428231688e-06,154080.0,243.5404291152954,30399
180,rope,0.8143385052680969,0.15160702168941498,0.7965837717056274,0.6104500889778137,1.0958466529846191,0.6354309320449829,0.10319443792104721,0.628722608089447,0.48597559332847595,0.8269733190536499,0.9765031337738037,0.00797269120812416,0.9789277911186218,0.9528495073318481,0.9837753176689148,0.27042789459228517,0.2655093526204427,1.7551135422656096e-06,154080.0,406.45828914642334,25559
210,learnable,6.205840587615967,1.814400553703308,5.6524858474731445,3.725271224975586,9.190183639526367,5.3907928466796875,1.5784447193145752,4.933206558227539,3.2288544178009033,8.0172758102417,-0.26915663480758667,0.24522514641284943,-0.27426159381866455,-0.6207104921340942,0.14200913906097412,0.22310558954874674,0.2182023661295573,1.286207710992429e-06,173460.0,341.7211420536041,83102
210,sinusoidal,7.585778713226318,1.4903509616851807,7.954543590545654,4.989218711853027,9.76456069946289,5.796101093292236,1.243861198425293,6.174186706542969,3.6123080253601074,7.702913761138916,-0.9513673186302185,0.1997976154088974,-0.9469137191772461,-1.2671067714691162,-0.5427930355072021,0.1884339491526286,0.18419730428059897,1.0863250844726656e-06,173460.0,243.5404291152954,30399
210,rope,0.9187014698982239,0.2009643316268921,0.8912220597267151,0.6294892430305481,1.2578837871551514,0.7228211760520935,0.14405250549316406,0.7195265293121338,0.5059189200401306,0.970292329788208,0.9707204103469849,0.00836975872516632,0.9730323553085327,0.9491894245147705,0.9808789491653442,0.28271050453186036,0.2775502217610677,1.629831111102619e-06,173460.0,406.45828914642334,25559
240,learnable,6.810699462890625,2.0015039443969727,6.178880214691162,4.1379075050354,9.978740692138672,5.8577775955200195,1.751729965209961,5.319318771362305,3.51839017868042,8.694144248962402,-0.5292810201644897,0.30311986804008484,-0.537118673324585,-0.9138723611831665,0.009819090366363525,0.23264609972635905,0.22715319315592447,1.217787372939484e-06,191040.0,341.7211420536041,83102
240,sinusoidal,8.35732650756836,1.438434362411499,8.502840995788574,5.417449951171875,10.3611478805542,6.259631156921387,1.086185336112976,6.585756778717041,3.9207205772399902,7.494361877441406,-1.4038807153701782,0.3813910186290741,-1.5064160823822021,-1.9122579097747803,-0.7628090381622314,0.18591230710347492,0.1814703552246094,9.731590614712884e-07,191040.0,243.5404291152954,30399
240,rope,1.016144037246704,0.2094092071056366,0.9982243180274963,0.7279279232025146,1.374129295349121,0.8030089139938354,0.15081687271595,0.8013573884963989,0.5836578011512756,1.0496913194656372,0.9643819332122803,0.008143002167344093,0.9678068161010742,0.9474249482154846,0.9745988845825195,0.29959413210550945,0.2941394185384115,1.5682272409207991e-06,191040.0,406.45828914642334,25559
270,learnable,7.06066370010376,2.098015308380127,6.3782172203063965,4.29508113861084,10.397088050842285,6.051174640655518,1.835781216621399,5.4459228515625,3.6161558628082275,8.989779472351074,-0.6435036063194275,0.3393652141094208,-0.6448692083358765,-1.083449363708496,-0.027017712593078613,0.2250258763631185,0.21970892028808592,1.0880276393149525e-06,206820.0,341.7211420536041,83102
270,sinusoidal,8.374369621276855,1.9696121215820312,8.584772109985352,4.8433122634887695,11.683141708374023,6.211523056030273,1.5062282085418701,6.326068878173828,3.534461736679077,8.74345874786377,-1.3517167568206787,0.3635442554950714,-1.3795137405395508,-2.2519149780273438,-0.7430448532104492,0.19159982999165853,0.18627667948404947,9.264086161476576e-07,206820.0,243.5404291152954,30399
270,rope,1.0321094989776611,0.2136266529560089,0.9864717125892639,0.75362628698349,1.428473711013794,0.8229692578315735,0.16369770467281342,0.7900667190551758,0.5936537384986877,1.1008187532424927,0.9632071852684021,0.008583183400332928,0.9670752286911011,0.9455494284629822,0.9735900163650513,0.3236751397450765,0.3178986572265626,1.5650088953924984e-06,206820.0,406.45828914642334,25559
300,learnable,6.928548812866211,2.072650909423828,6.250810623168945,4.196215629577637,10.226600646972656,5.978363037109375,1.8225330114364624,5.350457191467285,3.602715492248535,8.906485557556152,-0.5825809836387634,0.3363853394985199,-0.5709588527679443,-1.068976879119873,0.029797673225402832,0.22156991958618164,0.2158025349934896,1.0034869546475619e-06,220800.0,341.7211420536041,83102
300,sinusoidal,7.999508380889893,1.4646779298782349,7.90936279296875,5.226353168487549,9.750521659851074,6.112403392791748,1.2611340284347534,5.926684856414795,3.827909469604492,7.828934669494629,-1.2187232971191406,0.4446684718132019,-1.3027169704437256,-1.8328020572662354,-0.11497783660888672,0.19183637301127116,0.18660847778320316,8.688241531307569e-07,220800.0,243.5404291152954,30399
300,rope,1.1207271814346313,0.223282590508461,1.0763890743255615,0.832567036151886,1.5473124980926514,0.8842000961303711,0.16668838262557983,0.8547958731651306,0.647745668888092,1.1742781400680542,0.9565408825874329,0.009554151445627213,0.9578558802604675,0.9390953779220581,0.9717429876327515,0.3479344844818115,0.3420262145996093,1.5757902376893638e-06,220800.0,406.45828914642334,25559
330,learnable,6.483887672424316,1.9349533319473267,5.842667102813721,3.9238007068634033,9.54090690612793,5.60239839553833,1.690029263496399,4.993430137634277,3.4091696739196777,8.310248374938965,-0.38693997263908386,0.298434853553772,-0.3880774974822998,-0.8549849987030029,0.15795189142227173,0.2302648385365804,0.22413389383951818,9.8834594616096e-07,232980.0,341.7211420536041,83102
330,sinusoidal,7.4009833335876465,1.3883527517318726,7.40327787399292,4.701411247253418,9.727097511291504,5.596487522125244,1.1564429998397827,5.433609962463379,3.441418409347534,7.667478084564209,-0.8975808620452881,0.3787250220775604,-0.9776743650436401,-1.4818830490112305,0.09602701663970947,0.18559389114379882,0.17996279500325515,7.966086837659836e-07,232980.0,243.5404291152954,30399
330,rope,1.1191169023513794,0.20536969602108002,1.1266220808029175,0.8641043901443481,1.5812482833862305,0.8847192525863647,0.1600608080625534,0.884539008140564,0.6689889430999756,1.2106680870056152,0.9561900496482849,0.01048965472728014,0.9577909111976624,0.9390354752540588,0.9745063781738281,0.37204596201578777,0.3658816691080729,1.5969008585105494e-06,232980.0,406.45828914642334,25559
360,learnable,5.744366645812988,1.7016907930374146,5.183359146118164,3.452723264694214,8.385825157165527,4.914554119110107,1.4564427137374878,4.396329402923584,3.0080771446228027,7.232067108154297,-0.08971831202507019,0.2367221564054489,-0.10754859447479248,-0.4928157329559326,0.33245849609375,0.22597179412841797,0.21979040018717447,9.285494499030982e-07,243360.0,341.7211420536041,83102
360,sinusoidal,7.057905197143555,1.2910411357879639,7.2679314613342285,4.306313514709473,8.54810619354248,5.387784004211426,1.0548442602157593,5.5857391357421875,3.1643810272216797,6.685413837432861,-0.7650166749954224,0.5067848563194275,-0.9077645540237427,-1.5115165710449219,0.25913006067276,0.18666110038757325,0.18093298339843755,7.670163559647157e-07,243360.0,243.5404291152954,30399
360,rope,1.060925006866455,0.15994061529636383,1.0771214962005615,0.8483049869537354,1.4106628894805908,0.8491497039794922,0.12861186265945435,0.8480875492095947,0.6714872121810913,1.110784888267517,0.9599902629852295,0.01053877454251051,0.9589236974716187,0.9441852569580078,0.9777368307113647,0.3866387367248535,0.38081386718749993,1.58875220547688e-06,243360.0,406.45828914642334,25559
365,learnable,5.5975446701049805,1.6540018320083618,5.0517754554748535,3.3659417629241943,8.15251350402832,4.775065898895264,1.4063841104507446,4.283712863922119,2.9279704093933105,7.00469446182251,-0.035099998116493225,0.22518287599086761,-0.05509030818939209,-0.42292284965515137,0.36546456813812256,0.2255082607269287,0.21937999674479164,9.20761328325863e-07,244915.0,341.7211420536041,83102
365,sinusoidal,5.994735240936279,1.1575641632080078,6.2231340408325195,3.5953497886657715,7.362030029296875,4.556765079498291,0.8413684368133545,4.6715898513793945,2.8044774532318115,5.592719078063965,-0.2814061939716339,0.4087652564048767,-0.31554925441741943,-0.7713872194290161,0.49101632833480835,0.1812696615854899,0.1758806722005208,7.401329505562743e-07,244915.0,243.5404291152954,30399
365,rope,1.0574603080749512,0.15086105465888977,1.0575780868530273,0.8558642864227295,1.3879464864730835,0.8455036878585815,0.11920563131570816,0.8337497711181641,0.6794854402542114,1.0905672311782837,0.9600486159324646,0.010920679196715355,0.9583858847618103,0.9434451460838318,0.9785374402999878,0.3863186041514079,0.3798662231445312,1.5773578757993913e-06,244915.0,406.45828914642334,25559
390,learnable,4.835081100463867,1.417625904083252,4.3403096199035645,2.875192403793335,6.950527667999268,4.072983741760254,1.1732962131500244,3.6592276096343994,2.484541177749634,5.912256717681885,0.2264842689037323,0.17336633801460266,0.20953184366226196,-0.08653771877288818,0.5100672245025635,0.228182856241862,0.22172149556477863,9.057031683808128e-07,251940.0,341.7211420536041,83102
390,sinusoidal,7.185791015625,2.1117000579833984,7.158359050750732,4.046383857727051,11.312945365905762,5.439477920532227,1.6182273626327515,5.404833793640137,2.961148262023926,8.700496673583984,-0.7067213654518127,0.35386085510253906,-0.6988587379455566,-1.4666688442230225,-0.216627836227417,0.17800823847452799,0.17259633178710937,7.065501249286655e-07,251940.0,243.5404291152954,30399
390,rope,1.1640660762786865,0.14125937223434448,1.218691110610962,0.9015372395515442,1.336746335029602,0.9085209369659424,0.0997353196144104,0.9294212460517883,0.7246015667915344,1.012521505355835,0.9515300393104553,0.012734361924231052,0.9521363973617554,0.9282678365707397,0.9719319939613342,0.3968094825744629,0.3906620747884115,1.5750158076306379e-06,251940.0,406.45828914642334,25559
420,learnable,3.9909591674804688,1.1436649560928345,3.5641896724700928,2.34692120552063,5.57546329498291,3.188476324081421,0.8787115812301636,2.875898838043213,1.9287790060043335,4.574187755584717,0.4709942638874054,0.12397506833076477,0.47558969259262085,0.20376616716384888,0.6366902589797974,0.21899959246317546,0.21276096191406252,8.464733784136343e-07,258720.0,341.7211420536041,83102
420,sinusoidal,6.399338722229004,1.6734092235565186,6.3026604652404785,3.605736494064331,9.269631385803223,4.980456352233887,1.3744827508926392,4.983975887298584,2.6349146366119385,7.133455276489258,-0.39176639914512634,0.31789684295654297,-0.4522641897201538,-0.7987923622131348,0.4865419268608093,0.17395561536153156,0.16850023295084637,6.723701892452518e-07,258720.0,243.5404291152954,30399
420,rope,1.4107489585876465,0.19426074624061584,1.4692031145095825,0.9931854605674744,1.6167150735855103,1.073858618736267,0.14480146765708923,1.1430671215057373,0.8016369938850403,1.2709331512451172,0.9303910732269287,0.013020527549088001,0.9296849966049194,0.9074108600616455,0.9507541656494141,0.4185528119405111,0.4124111735026041,1.6177829775066133e-06,258720.0,406.45828914642334,25559
450,learnable,3.5691235065460205,1.024659276008606,3.163135290145874,2.0696568489074707,5.028122901916504,2.6094295978546143,0.7068594694137573,2.3495638370513916,1.5310429334640503,3.833428144454956,0.576064944267273,0.10721772909164429,0.5810707807540894,0.30903512239456177,0.6879885196685791,0.2221246083577474,0.2154172373453776,8.423382948720038e-07,263700.0,341.7211420536041,83102
450,sinusoidal,6.040523052215576,1.6793453693389893,5.6271467208862305,3.4059455394744873,9.218700408935547,4.722316265106201,1.356903076171875,4.40555477142334,2.494985580444336,7.117403984069824,-0.22672252357006073,0.2724761664867401,-0.29979991912841797,-0.6307840347290039,0.46922987699508667,0.1752505938212077,0.16943914998372395,6.645832150974884e-07,263700.0,243.5404291152954,30399
450,rope,1.753814458847046,0.2741919457912445,1.853747844696045,1.1340441703796387,2.1145853996276855,1.299879550933838,0.20113736391067505,1.3880987167358398,0.922264814376831,1.623725175857544,0.8933977484703064,0.018426284193992615,0.8915935158729553,0.8574795126914978,0.9208818078041077,0.4215994358062744,0.4154858052571615,1.5987843602816622e-06,263700.0,406.45828914642334,25559
480,learnable,3.723137617111206,1.0785068273544312,3.3231093883514404,2.1136348247528076,5.312060356140137,2.809204339981079,0.8067581057548523,2.5330286026000977,1.576263189315796,4.277184009552002,0.5400915741920471,0.11156877130270004,0.5410647392272949,0.28947722911834717,0.6680417060852051,0.21586325963338215,0.2095323465983073,8.0884015150398e-07,266880.0,341.7211420536041,83102
480,sinusoidal,6.6788506507873535,1.4380486011505127,6.69804573059082,3.844348669052124,8.922194480895996,5.251558303833008,1.0844327211380005,5.375904083251953,3.02384090423584,6.701448440551758,-0.5397865176200867,0.37897223234176636,-0.45882654190063477,-1.1773455142974854,0.23015999794006348,0.16202303568522136,0.15653560892740884,6.071007032569745e-07,266880.0,243.5404291152954,30399
480,rope,2.187068462371826,0.33747196197509766,2.1758713722229004,1.4681549072265625,2.6335525512695312,1.595652461051941,0.24103225767612457,1.5976519584655762,1.172752857208252,1.970306396484375,0.8341017365455627,0.027397075667977333,0.8393039703369141,0.7986164689064026,0.8726845383644104,0.4490950584411621,0.442473183186849,1.6827602609456012e-06,266880.0,406.45828914642334,25559
