window_len,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size,positional_encoding
1,1.7023285627365112,0.7467517256736755,1.6082093715667725,0.602582573890686,2.823732376098633,1.3301368951797483,0.5796059966087341,1.2530882358551023,0.4797228276729584,2.228931903839112,0.8411843180656433,0.0651159062981605,0.8545531034469604,0.7377043962478638,0.9289491772651672,0.5478712064879281,0.5458258383614677,0.0002503981748116,2188.0,46.29511244807925,2335718,learnable
1,1.6895694732666016,0.7342787981033325,1.599498271942139,0.578779935836792,2.845586061477661,1.319777250289917,0.5711750388145447,1.2267334461212158,0.4577529430389404,2.2213776111602783,0.8429485559463501,0.0651502609252929,0.8575477600097656,0.717546820640564,0.930898368358612,0.5541265777179173,0.5517914701189314,0.0002532571196151,2188.0,53.09417430843626,2959471,sinusoidal
1,1.7555915117263794,0.7839258313179016,1.6115107536315918,0.624678909778595,2.945585489273072,1.366745948791504,0.6062793731689453,1.2320421934127808,0.4942336976528168,2.314725160598755,0.8288270831108093,0.0751430541276931,0.8245097398757935,0.6914944648742676,0.930465817451477,0.5696488278252738,0.5671830073765346,0.0002603513838323,2188.0,52.1440777693476,2209961,rope
3,1.444841980934143,0.6133938431739807,1.2461247444152832,0.5523520708084106,2.388757467269897,1.1367428302764893,0.4787921905517578,0.9826732873916626,0.4419880211353302,1.8979384899139404,0.8803330063819885,0.055462896823883,0.8944438695907593,0.774228036403656,0.9590309262275696,0.5562267048018319,0.5538979372297014,8.512805399477072e-05,6534.0,46.29511244807925,2335718,learnable
3,1.4312257766723633,0.6029049754142761,1.2406989336013794,0.537606954574585,2.419071674346924,1.1269303560256958,0.4728630483150482,0.974964201450348,0.4280998408794403,1.8994084596633911,0.8813472390174866,0.0567433387041091,0.8919599652290344,0.7583432197570801,0.962681770324707,0.5378865855080741,0.5353997443062919,8.2321179294165e-05,6534.0,53.09417430843626,2959471,sinusoidal
3,1.432348608970642,0.6169840097427368,1.2065486907958984,0.5755182504653931,2.42264461517334,1.1210371255874634,0.4780983626842499,0.9361025094985962,0.4612000286579132,1.911156415939331,0.8800038695335388,0.0594167374074459,0.8857446908950806,0.762274980545044,0.9635688662528992,0.5769743663924081,0.57432262638637,8.83033924689942e-05,6534.0,52.1440777693476,2209961,rope
5,1.333088755607605,0.5388949513435364,1.1921780109405518,0.5362319350242615,2.208195447921753,1.052398681640625,0.4231594502925873,0.920071303844452,0.4271060526371002,1.7175449132919312,0.8957268595695496,0.0494117140769958,0.9057289958000184,0.7912147641181946,0.9651179909706116,0.5590951442718506,0.556605339050293,5.157704282950651e-05,10840.0,46.29511244807925,2335718,learnable
5,1.3175135850906372,0.523817777633667,1.15783429145813,0.5110793113708496,2.186696052551269,1.0422488451004028,0.4150061309337616,0.8986929655075073,0.4062470495700836,1.7394365072250366,0.8965002298355103,0.0511879697442054,0.9056049585342408,0.7844583988189697,0.9683212041854858,0.5603797435760498,0.5580248598371232,5.169554830037361e-05,10840.0,53.09417430843626,2959471,sinusoidal
5,1.3059875965118408,0.5365870594978333,1.1228495836257937,0.548877477645874,2.141056537628174,1.0272222757339478,0.4185358881950378,0.8665926456451416,0.4407638609409332,1.6997822523117063,0.8980903625488281,0.0518145821988582,0.908739447593689,0.7910749912261963,0.9696269035339355,0.5611691304615566,0.5584740785871233,5.176836996877827e-05,10840.0,52.1440777693476,2209961,rope
7,1.258062720298767,0.4905658662319183,1.133725881576538,0.5124906301498413,2.0591349601745605,0.9935404658317566,0.3866194486618042,0.8643388748168945,0.4059118628501892,1.6084818840026855,0.9055103659629822,0.0456645376980304,0.9123996496200562,0.8026264309883118,0.9688287973403932,0.5475372501782009,0.5451287928989955,3.624634252470547e-05,15106.0,46.29511244807925,2335718,learnable
