window_len,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
1,1.81483006477356,1.0312854051589966,1.6494780778884888,0.6150319576263428,5.68289852142334,1.4365404844284058,0.8148429989814758,1.302489995956421,0.4896404147148132,4.506157398223877,0.8094779849052429,0.1782478988170623,0.8323434591293335,-0.0416938066482543,0.9272435307502748,0.5595897350992475,0.5572282464163645,0.0002557539922757,2188.0,41.78763102633612,3163264
3,1.4800422191619873,0.6265466213226318,1.2870254516601562,0.5398452281951904,2.447337865829468,1.1770727634429932,0.5010660886764526,1.0183331966400146,0.4296436607837677,2.049335479736328,0.8730868101119995,0.0617767609655857,0.8848638534545898,0.746986448764801,0.9589332938194276,0.5729026879583087,0.5702139456612724,8.768023996913202e-05,6534.0,41.78763102633612,3163264
5,1.3561441898345947,0.5432606935501099,1.1800315380096436,0.5353960394859314,2.2128026485443115,1.0758445262908936,0.4315529763698578,0.929157018661499,0.4255620837211609,1.739543080329895,0.8902469873428345,0.0561043247580528,0.9009675979614258,0.7411444187164307,0.9641430974006652,0.5870900579861232,0.5843553684779577,5.415959944521432e-05,10840.0,41.78763102633612,3163264
7,1.280110001564026,0.4991492033004761,1.1180837154388428,0.5218310356140137,2.1048028469085693,1.015817403793335,0.3965387046337127,0.87282395362854,0.4144646525382995,1.65463387966156,0.9005903601646423,0.0520038791000843,0.9115381240844728,0.757237434387207,0.9675664305686952,0.5507370403834752,0.5481483906337192,3.645816499294818e-05,15106.0,41.78763102633612,3163264
15,1.0722949504852295,0.3761027455329895,0.9850996732711792,0.4724627435207367,1.800087809562683,0.8477107286453247,0.2981820404529571,0.7679336071014404,0.3757859468460083,1.4282478094100952,0.9267562627792358,0.0418070666491985,0.9396381378173828,0.8015596866607666,0.977931797504425,0.5495975869042533,0.5466813539777483,1.7299263043885845e-05,31770.0,41.78763102633612,3163264
30,0.8695681691169739,0.2469841390848159,0.8724184632301331,0.4240904450416565,1.450220823287964,0.683013916015625,0.1907006651163101,0.6889718174934387,0.3386536240577698,1.1279332637786863,0.947965681552887,0.0348775088787078,0.959470272064209,0.8361101150512695,0.9861108064651488,0.5688721707889012,0.5656762183053152,9.28164742680537e-06,61290.0,41.78763102633612,3163264
60,0.7739467620849609,0.1990159153938293,0.7617019414901733,0.4088530540466308,1.396260142326355,0.5985789895057678,0.1482477337121963,0.5874011516571045,0.3232376277446747,1.070422887802124,0.956055760383606,0.0336251072585582,0.9669917821884156,0.8520967364311218,0.988298773765564,0.5055060982704163,0.5016628298078265,4.4506611927312565e-06,113580.0,41.78763102633612,3163264
90,0.76872318983078,0.1989663541316986,0.7518587708473206,0.4110792875289917,1.4191340208053589,0.5905265212059021,0.145994946360588,0.5850757360458374,0.3241772651672363,1.0767619609832764,0.9563571214675904,0.0337546579539775,0.9672437310218812,0.8535221219062805,0.9880152344703674,0.4639492886407034,0.4594994125366211,2.9575399288627747e-06,156870.0,41.78763102633612,3163264
120,0.7696775794029236,0.1994451135396957,0.7509822249412537,0.4111702442169189,1.4286388158798218,0.5897336006164551,0.1458316296339035,0.5832213163375854,0.3239229619503021,1.0808783769607544,0.9561781287193298,0.0339472033083438,0.9671387672424316,0.853774905204773,0.9879398345947266,0.4284068942070007,0.4236848874773299,2.241090679048968e-06,191160.0,41.78763102633612,3163264
150,0.763645350933075,0.20170898735523224,0.742728590965271,0.41657379269599915,1.4514400959014893,0.5874261856079102,0.1478285789489746,0.5828505754470825,0.32812654972076416,1.0949509143829346,0.9547634124755859,0.037071142345666885,0.9663749933242798,0.8444637656211853,0.9885730147361755,0.3719808799879892,0.36612300545828685,1.6881365100430643e-06,220350.0,41.78763102633612,3163264
