window_len,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
7,sinusoidal,1.3379956483840942,0.50733882188797,1.2221121788024902,0.5818512439727783,2.1414389610290527,1.0652776956558228,0.4020788073539734,0.96809720993042,0.470409095287323,1.6952465772628784,0.8913436532020569,0.0536752417683601,0.9042139053344728,0.753709077835083,0.9667123556137084,0.4847793323653085,0.4815555343627929,3.209183982293847e-05,15106.0,820.445154428482,36469
7,rope,1.279222846031189,0.4950806200504303,1.108389973640442,0.5395544767379761,2.076436996459961,1.0196341276168823,0.3972780108451843,0.8692322373390198,0.4360694587230682,1.6666070222854614,0.8982120156288147,0.0568466335535049,0.9134576320648192,0.7370048761367798,0.9716838598251344,0.4681440421513149,0.465022188459124,3.0990602552053154e-05,15106.0,1093.5621161460876,28914
15,sinusoidal,1.1351702213287354,0.3799963593482971,1.098362922668457,0.544805645942688,1.730189561843872,0.8946459889411926,0.2977524995803833,0.8414514064788818,0.4327651262283325,1.3390852212905884,0.916401743888855,0.0486418902873992,0.9303230047225952,0.7734484672546387,0.9786807894706726,0.4406678421156747,0.43741932787214,1.3870564750257313e-05,31770.0,820.445154428482,36469
15,rope,1.07788348197937,0.3656809628009796,0.9923787117004396,0.5039946436882019,1.6681687831878662,0.8525920510292053,0.2926356792449951,0.759092390537262,0.4004043638706207,1.321713089942932,0.922522246837616,0.0511128567159175,0.940571129322052,0.7562615871429443,0.9778543710708618,0.4333402003560747,0.4299309714181082,1.363991817299574e-05,31770.0,1093.5621161460876,28914
30,sinusoidal,0.9277734756469728,0.2435972094535827,0.9138506054878236,0.5058743357658386,1.476807951927185,0.7264426946640015,0.1879086047410965,0.7150838375091553,0.3984142243862152,1.149078607559204,0.9384212493896484,0.0451326183974742,0.9481875896453856,0.7994330525398254,0.9860992431640624,0.400039085320064,0.3958529706682477,6.526987849894991e-06,61290.0,820.445154428482,36469
30,rope,0.8771423101425171,0.2379535436630249,0.8627094626426697,0.4482901692390442,1.4519790410995483,0.6856321096420288,0.1823846250772476,0.6692919731140137,0.3543863296508789,1.1049498319625854,0.9434906244277954,0.0466153584420681,0.9569331407546996,0.7842977643013,0.9842151403427124,0.4485801543508257,0.444670656476702,7.318977881397058e-06,61290.0,1093.5621161460876,28914
60,sinusoidal,0.7987316846847534,0.1781635880470276,0.7982715964317322,0.4328217506408691,1.3248804807662964,0.610214352607727,0.1324913650751114,0.5916571617126465,0.3367820680141449,1.012742519378662,0.9514327049255372,0.0408582165837287,0.959229588508606,0.8294533491134644,0.9854914546012878,0.3862320610455104,0.3818735929216657,3.4005287994850363e-06,113580.0,820.445154428482,36469
60,rope,0.7797772288322449,0.1887948364019394,0.7713724374771118,0.4127343893051147,1.331325888633728,0.5932485461235046,0.1365441083908081,0.5516610145568848,0.3232394456863403,0.9875755906105042,0.9525397419929504,0.0444201789796352,0.9635010957717896,0.810651957988739,0.9852368235588074,0.4522144453866141,0.447588517325265,3.981461924516765e-06,113580.0,1093.5621161460876,28914
90,sinusoidal,0.7776060700416565,0.1752606779336929,0.7769796848297119,0.4293442964553833,1.295037865638733,0.5926846265792847,0.1316559612751007,0.5824646353721619,0.3340386152267456,0.9875378012657166,0.9532364010810852,0.0410110466182231,0.9628750085830688,0.8253964781761169,0.9863710999488832,0.3684593524251665,0.3638499744960239,2.348819738797517e-06,156870.0,820.445154428482,36469
90,rope,0.7756783366203308,0.1906575858592987,0.7697865962982178,0.4047311544418335,1.332059621810913,0.5890956521034241,0.1378500312566757,0.5494564771652222,0.3169784843921661,0.9891839623451232,0.9533671736717224,0.0434679239988327,0.9645068645477296,0.8109682202339172,0.9856638312339784,0.3975894365991865,0.3917986580984934,2.5345154369808533e-06,156870.0,1093.5621161460876,28914
120,learnable,2.053573608398437,0.6076892614364624,2.0457935333251958,1.0259976387023926,3.6879477500915527,1.5961370468139648,0.4711737632751465,1.556241512298584,0.8183383941650391,2.866764783859253,0.7380692362785339,0.1062454208731651,0.7379665374755859,0.5018652677536011,0.856153130531311,0.3862996271678379,0.3806276779174804,2.020818304916499e-06,191160.0,429.7387225627899,34765
120,sinusoidal,1.9152330160140991,0.530255138874054,1.9483741521835327,1.0763061046600342,2.783010482788086,1.4551061391830444,0.3715773224830627,1.4467275142669678,0.855931282043457,2.287490129470825,0.7776615023612976,0.074096143245697,0.796581506729126,0.6088358163833618,0.8938667178153992,0.3589444671358381,0.3532794167654854,1.8777174468290335e-06,191160.0,820.445154428482,36469
120,rope,0.778214156627655,0.1924905478954315,0.7777696847915649,0.4061780273914337,1.3325860500335691,0.5917074084281921,0.1397852748632431,0.5557817220687866,0.317481130361557,0.9916814565658568,0.95344740152359,0.042628489434719,0.9644020795822144,0.8149505853652954,0.9857458472251892,0.403508220400129,0.3975063095092773,2.110840240636791e-06,191160.0,1093.5621161460876,28914
150,learnable,2.891897678375244,0.9657338261604309,2.936673164367676,1.250930666923523,4.5333251953125,2.24639630317688,0.7622490525245667,2.29400897026062,0.9605141282081604,3.50685453414917,0.5228421092033386,0.08660120517015457,0.5418375730514526,0.3015046715736389,0.6588035821914673,0.35451487983976093,0.3470635081699916,1.6088717033798995e-06,220350.0,429.7387225627899,34765
150,sinusoidal,2.881032705307007,0.9323641061782837,3.2022812366485596,1.4139115810394287,4.421718597412109,2.123272180557251,0.5920459628105164,2.2512683868408203,1.1525899171829224,3.143744945526123,0.5188237428665161,0.10603415966033936,0.5272807478904724,0.2593778967857361,0.6936161518096924,0.3507586547306606,0.34435069492885045,1.591825072523987e-06,220350.0,820.445154428482,36469
150,rope,0.7883267998695374,0.20269770920276642,0.782272458076477,0.41181907057762146,1.359813928604126,0.6046093106269836,0.15041843056678772,0.5721580982208252,0.3214472532272339,1.0195869207382202,0.9509477615356445,0.045800723135471344,0.9651259183883667,0.8083115816116333,0.9854531288146973,0.41134629930768696,0.40486266762869694,1.8667860190954708e-06,220350.0,1093.5621161460876,28914
180,learnable,3.571242570877075,1.3511391878128052,3.711686611175537,1.4110349416732788,5.4480109214782715,2.8108532428741455,1.098713994026184,2.967823028564453,1.0768438577651978,4.354768753051758,0.2944170832633972,0.11408418416976929,0.26828911900520325,0.13896840810775757,0.5182152390480042,0.3513216120856149,0.3433276312691825,1.4319785281063624e-06,245340.0,429.7387225627899,34765
180,sinusoidal,3.690168619155884,1.2651870250701904,4.152731418609619,1.7415931224822998,5.785869598388672,2.851518392562866,0.8756194114685059,3.078751564025879,1.4352176189422607,4.358312129974365,0.2214832752943039,0.12831273674964905,0.20965361595153809,-0.08074784278869629,0.46982550621032715,0.34196047272000996,0.3350131203787667,1.3938227468819187e-06,245340.0,820.445154428482,36469
180,rope,0.816222608089447,0.21536266803741455,0.8081340789794922,0.41333913803100586,1.3555272817611694,0.630038321018219,0.1619642823934555,0.6159828305244446,0.3216376006603241,1.008718490600586,0.9487271308898926,0.04403157904744148,0.9628028869628906,0.8169728517532349,0.9833506345748901,0.4230875287737165,0.4159892545427595,1.7244946962326427e-06,245340.0,1093.5621161460876,28914
210,learnable,3.9831702709198,1.5584027767181396,4.198342323303223,1.5716781616210938,6.1886372566223145,3.1526646614074707,1.2669312953948975,3.3781800270080566,1.2225654125213623,4.952018737792969,0.12912432849407196,0.16357138752937317,0.10783109068870544,-0.1323944330215454,0.4492730498313904,0.41648809398923603,0.40368631526402066,1.5579549395475107e-06,267330.0,429.7387225627899,34765
210,sinusoidal,4.023850440979004,1.5756354331970215,4.6060895919799805,1.6067395210266113,6.668879508972168,3.054863452911377,1.107698678970337,3.4515042304992676,1.3952934741973877,5.038294792175293,0.11398506164550781,0.1678195744752884,0.1520322859287262,-0.31380414962768555,0.39506858587265015,0.3457469173840114,0.3351410500662667,1.2933337724311204e-06,267330.0,820.445154428482,36469
210,rope,0.8630315065383911,0.2328457236289978,0.8825899362564087,0.42946910858154297,1.379530668258667,0.6686987280845642,0.1784633845090866,0.6756644248962402,0.33020642399787903,1.0586879253387451,0.9447233080863953,0.04375997185707092,0.9586019515991211,0.8141933083534241,0.9826192259788513,0.45595032828194754,0.44879253932407925,1.7055711228891166e-06,267330.0,1093.5621161460876,28914
240,learnable,4.22224760055542,1.6750493049621582,4.4903154373168945,1.6415314674377441,6.584414005279541,3.334599256515503,1.3422069549560547,3.5741872787475586,1.2887283563613892,5.202996730804443,0.024275142699480057,0.19732357561588287,0.0032753348350524902,-0.32134485244750977,0.39923107624053955,0.34104654618671965,0.3290994186401367,1.201206488400675e-06,283920.0,429.7387225627899,34765
240,sinusoidal,4.594299793243408,1.9398579597473145,5.440601825714111,1.7288892269134521,7.87583065032959,3.4837074279785156,1.3993816375732422,4.031256198883057,1.4365601539611816,5.982229709625244,-0.1283155232667923,0.27678462862968445,-0.08413732051849365,-0.6442190408706665,0.30882757902145386,0.3291007535798209,0.32168082536969866,1.1591319864039905e-06,283920.0,820.445154428482,36469
240,rope,0.9294211268424988,0.2543199062347412,0.9470260143280029,0.4673461318016052,1.4047470092773438,0.723742663860321,0.19666744768619537,0.7266373634338379,0.3569665849208832,1.0937728881835938,0.9385970234870911,0.04289621859788895,0.9507849216461182,0.8113136887550354,0.9808090925216675,0.4131394028663635,0.40593311527797155,1.455126101952534e-06,283920.0,1093.5621161460876,28914
270,learnable,4.319895267486572,1.7259292602539062,4.635869979858398,1.6785370111465454,6.73887300491333,3.4297969341278076,1.3861240148544312,3.6989169120788574,1.3097590208053589,5.336219787597656,-0.018071288242936134,0.20943529903888702,-0.02974569797515869,-0.4126288890838623,0.3718390464782715,0.3585132190159389,0.34766455405099056,1.2148460540677673e-06,295110.0,429.7387225627899,34765
270,sinusoidal,4.517159461975098,1.9699898958206177,5.311049461364746,1.4890486001968384,7.766435623168945,3.512789249420166,1.5032949447631836,4.104631423950195,1.2030298709869385,6.1000471115112305,-0.08368134498596191,0.29859864711761475,-0.03905749320983887,-0.5988599061965942,0.4804433584213257,0.34094543967928204,0.3325853358677455,1.1553164571830236e-06,295110.0,820.445154428482,36469
270,rope,1.011763334274292,0.30122339725494385,1.041520357131958,0.49091964960098267,1.576851487159729,0.7881203293800354,0.23486356437206268,0.8082826733589172,0.36995425820350647,1.2319412231445312,0.9310492873191833,0.04170369729399681,0.9418771266937256,0.8046822547912598,0.9801002144813538,0.47012671402522493,0.4617448447091239,1.5930558572234927e-06,295110.0,1093.5621161460876,28914
300,learnable,4.318470478057861,1.7445893287658691,4.651267051696777,1.6725401878356934,6.7581467628479,3.419654607772827,1.3854093551635742,3.713688373565674,1.282201886177063,5.330152988433838,-0.01120599452406168,0.20962941646575928,-0.008451104164123535,-0.42467033863067627,0.37631940841674805,0.3167350973401751,0.3078892092023577,1.052625780459206e-06,300900.0,429.7387225627899,34765
300,sinusoidal,3.8259406089782715,1.5892771482467651,4.324250221252441,1.3968167304992676,6.551779747009277,2.9471805095672607,1.198339581489563,3.2956252098083496,1.0897514820098877,5.010164260864258,0.19911512732505798,0.21902619302272797,0.21782389283180237,-0.20315968990325928,0.628171443939209,0.33182055609566824,0.3238351091657366,1.102760239600094e-06,300900.0,820.445154428482,36469
300,rope,1.0489423274993896,0.3196949064731598,1.0663036108016968,0.4813607633113861,1.6345958709716797,0.821246325969696,0.24846194684505463,0.8350620269775391,0.36583608388900757,1.269679069519043,0.9277413487434387,0.0412253774702549,0.9370146989822388,0.7973647117614746,0.9756751656532288,0.4424371804509844,0.4347434256417411,1.4703794631139398e-06,300900.0,1093.5621161460876,28914
330,learnable,4.426238059997559,1.7580735683441162,4.758321285247803,1.717620611190796,6.8030524253845215,3.574338436126709,1.41232430934906,3.8630402088165283,1.3682057857513428,5.448957920074463,-0.08573771268129349,0.20917071402072906,-0.1143195629119873,-0.47876012325286865,0.31246525049209595,0.3145366225923811,0.30516843414306644,1.0293102382105539e-06,305580.0,429.7387225627899,34765
330,sinusoidal,4.14129114151001,1.5055674314498901,4.474864959716797,1.9331557750701904,6.623558521270752,3.156317949295044,1.103808879852295,3.3601183891296387,1.476294755935669,4.99680233001709,0.017375649884343147,0.14760269224643707,0.002444058656692505,-0.20083725452423096,0.36933785676956177,0.3041747042110988,0.29696564374651224,9.954012180479707e-07,305580.0,820.445154428482,36469
330,rope,1.2217024564743042,0.39898481965065,1.2874317169189453,0.5418298244476318,1.9082114696502686,0.959925651550293,0.3119760751724243,0.9958928823471069,0.4133504331111908,1.5010560750961304,0.9057390093803406,0.04357906058430672,0.9168622493743896,0.768040120601654,0.9576506614685059,0.4310958811214992,0.4247767497471401,1.4107463875957167e-06,305580.0,1093.5621161460876,28914
360,learnable,4.130616664886475,1.6149611473083496,4.440797805786133,1.5963162183761597,6.281094074249268,3.3463456630706787,1.3072847127914429,3.612476348876953,1.2993931770324707,5.073867321014404,0.05158528313040733,0.16756141185760498,0.024538546800613403,-0.23823308944702148,0.3641745448112488,0.3036259242466518,0.29509225790841237,9.739091745145362e-07,311760.0,429.7387225627899,34765
360,sinusoidal,3.785890817642212,1.3166427612304688,4.022149085998535,1.8702365159988403,5.679480075836182,2.9387545585632324,1.004287838935852,3.0180397033691406,1.431890606880188,4.351448059082031,0.16722336411476135,0.12677216529846191,0.166748046875,-0.05410158634185791,0.48509693145751953,0.3122692959649222,0.30464503043038504,1.0016336154892294e-06,311760.0,820.445154428482,36469
360,rope,1.1573295593261719,0.34245824813842773,1.2055492401123047,0.5404250025749207,1.6765568256378174,0.9037033915519714,0.2647237777709961,0.9345159530639648,0.4191206991672516,1.3173681497573853,0.912070095539093,0.04689313471317291,0.9232083559036255,0.7537235617637634,0.9597318768501282,0.4401568259511675,0.433604613167899,1.411845092222118e-06,311760.0,1093.5621161460876,28914
365,learnable,4.080565929412842,1.5887913703918457,4.387544631958008,1.5726927518844604,6.185730457305908,3.3034427165985107,1.2875999212265015,3.566401720046997,1.2901079654693604,5.002812385559082,0.07335849851369858,0.1613374948501587,0.047672390937805176,-0.20221614837646484,0.3744686245918274,0.30158861194338116,0.2925926677158901,9.6526888984567e-07,312440.0,429.7387225627899,34765
365,sinusoidal,3.7893946170806885,1.3098818063735962,3.912952423095703,1.8338313102722168,5.606567859649658,2.9692816734313965,1.0224294662475586,3.0133581161499023,1.464767575263977,4.378400802612305,0.16343890130519867,0.13461162149906158,0.16246917843818665,-0.09435570240020752,0.4779587984085083,0.32175300802503315,0.3143230688912529,1.0298073486910546e-06,312440.0,820.445154428482,36469
365,rope,1.1333585977554321,0.32785695791244507,1.1801190376281738,0.5359201431274414,1.6343536376953125,0.886968731880188,0.2551940083503723,0.9149158000946045,0.41553694009780884,1.299060583114624,0.9146205186843872,0.047922346740961075,0.9267191290855408,0.7514749765396118,0.9610098004341125,0.47674609082085745,0.46709065355573387,1.5258804596750016e-06,312440.0,1093.5621161460876,28914
390,learnable,3.803628921508789,1.4496592283248901,4.098196983337402,1.4617325067520142,5.668368339538574,3.050128698348999,1.1679857969284058,3.2846381664276123,1.1940336227416992,4.567147731781006,0.18946623802185059,0.1324864625930786,0.1712448000907898,-0.013132691383361816,0.43289005756378174,0.32168958868299213,0.31101377759660986,1.0233810163612398e-06,314340.0,429.7387225627899,34765
390,sinusoidal,3.692889451980591,1.2922834157943726,3.8205580711364746,1.6640764474868774,5.569611072540283,2.8959174156188965,1.0075151920318604,2.8959970474243164,1.3591806888580322,4.371915340423584,0.20538803935050964,0.15638601779937744,0.2287673056125641,-0.1903526782989502,0.5021902322769165,0.3458294783319746,0.3365567071097238,1.1001764914804814e-06,314340.0,820.445154428482,36469
390,rope,1.0751651525497437,0.285412460565567,1.0869503021240234,0.5468072295188904,1.5896282196044922,0.8393200635910034,0.217367023229599,0.8405308723449707,0.4247323274612427,1.2789560556411743,0.919428288936615,0.053283218294382095,0.9304996728897095,0.741640567779541,0.9608399271965027,0.5071660109928676,0.4979959934779576,1.6134313513802494e-06,314340.0,1093.5621161460876,28914
420,learnable,3.5138437747955322,1.3104891777038574,3.726574182510376,1.3536568880081177,5.398675441741943,2.7570700645446777,1.01943039894104,2.962937355041504,1.0657949447631836,4.265668869018555,0.30069491267204285,0.11953709274530411,0.2647174000740051,0.13253253698349,0.541051983833313,0.279451778956822,0.268924690246582,8.919053330678603e-07,313320.0,429.7387225627899,34765
420,sinusoidal,3.3198845386505127,1.2333441972732544,3.496399402618408,1.3762036561965942,5.202366828918457,2.604051351547241,0.949108362197876,2.6022167205810547,1.1069023609161377,4.111900329589844,0.36940866708755493,0.12998078763484955,0.37565240263938904,0.07780110836029053,0.6240931749343872,0.3048508252416338,0.29793563406808043,9.72969568625156e-07,313320.0,820.445154428482,36469
420,rope,1.3297560214996338,0.3753541111946106,1.3583736419677734,0.6996522545814514,2.0712320804595947,1.0200129747390747,0.27556559443473816,1.0438628196716309,0.5295377969741821,1.593254804611206,0.8841209411621094,0.05608729273080826,0.903899610042572,0.7017340660095215,0.9399572014808655,0.49178958790642874,0.48434995923723495,1.5696080298302975e-06,313320.0,1093.5621161460876,28914
450,learnable,3.3734538555145264,1.2317248582839966,3.497131586074829,1.3320059776306152,5.2807159423828125,2.6474344730377197,0.9516432285308838,2.718653678894043,1.0585458278656006,4.273992538452148,0.34776678681373596,0.12071963399648666,0.3419627547264099,0.12847524881362915,0.5981733798980713,0.2866298811776297,0.2780196881975447,9.285062558394225e-07,308700.0,429.7387225627899,34765
450,sinusoidal,3.547833204269409,1.3132531642913818,3.6723451614379883,1.5085911750793457,5.352046966552734,2.8042209148406982,1.0399861335754395,2.7530176639556885,1.1847069263458252,4.356359004974365,0.2771166265010834,0.1465618759393692,0.2900810241699219,-0.1485147476196289,0.5183321237564087,0.2991670710699899,0.29237066105433873,9.691191158729832e-07,308700.0,820.445154428482,36469
450,rope,1.7204844951629639,0.5484163761138916,1.7828127145767212,0.8816210031509399,2.5949339866638184,1.2955952882766724,0.397213339805603,1.3650274276733398,0.6479915380477905,1.9423466920852661,0.8201495409011841,0.04998673498630524,0.8272038698196411,0.660417377948761,0.8820515871047974,0.6342360973358154,0.6262219641549248,2.0545387020920487e-06,308700.0,1093.5621161460876,28914
480,learnable,3.402357339859009,1.2321752309799194,3.470799684524536,1.3924123048782349,5.324924468994141,2.696615219116211,0.9609737992286682,2.7806103229522705,1.1302975416183472,4.314304351806641,0.3328763544559479,0.1269235461950302,0.32648414373397827,0.08279967308044434,0.6008074283599854,0.27918210199901033,0.27114843967982705,9.291204140009664e-07,300480.0,429.7387225627899,34765
480,sinusoidal,3.045499324798584,1.0446199178695679,3.2899105548858643,1.310115098953247,4.590797424316406,2.3217055797576904,0.7253844141960144,2.372818946838379,1.0621510744094849,3.395073175430298,0.4578554928302765,0.10075730830430984,0.4474179446697235,0.2764996290206909,0.6424793004989624,0.39179545640945435,0.38434844316755024,1.3038986169111232e-06,300480.0,820.445154428482,36469
480,rope,2.072492837905884,0.7161733508110046,2.2348132133483887,0.989583432674408,2.9771358966827393,1.5400687456130981,0.5121898055076599,1.6688611507415771,0.7293129563331604,2.2360236644744873,0.7500853538513184,0.04210243746638298,0.7584342360496521,0.6333407759666443,0.8085322380065918,0.5117981604167393,0.5033490240914481,1.703268638234622e-06,300480.0,1093.5621161460876,28914
