window_len,positional_encoding,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
3,sinusoidal,1.3946466445922852,0.5835360288619995,1.2250868082046509,0.5519689917564392,2.7331910133361816,1.1194053888320925,0.4931060969829559,0.976254105567932,0.4224503338336944,2.230918407440185,0.8916226625442505,0.0585069991648197,0.8939000368118286,0.7509075403213501,0.9696742296218872,0.2043772160060822,0.2021453029087611,6.227215600429073e-05,3282.0,1903.3109467029567,30547
3,rope,1.4037182331085205,0.5759263038635254,1.2145076990127563,0.5270442366600037,2.7722575664520264,1.1069519519805908,0.4725919663906097,0.9650301933288574,0.3919092714786529,2.205221652984619,0.8894040584564209,0.0585187040269374,0.8924179673194885,0.7529283761978149,0.9704708456993104,0.2129812505510118,0.2101551184275793,6.489373874192926e-05,3282.0,1467.6243689060211,34194
5,sinusoidal,1.2988333702087402,0.5332767963409424,1.125507950782776,0.53398197889328,2.482722282409668,1.041406273841858,0.4514547884464264,0.8910052180290222,0.4068806171417236,2.034986972808838,0.903892695903778,0.0540092140436172,0.9050511121749878,0.7699333429336548,0.9749602675437928,0.1954693302275642,0.1934684760684058,3.5800243631422026e-05,5460.0,1903.3109467029567,30547
5,rope,1.3024868965148926,0.5256545543670654,1.1234164237976074,0.5112565159797668,2.5160248279571533,1.030301809310913,0.4357620775699615,0.9014684557914734,0.3822115957736969,2.0080745220184326,0.9027792811393738,0.0534619055688381,0.902476131916046,0.7749800086021423,0.9762420058250428,0.2062940408313085,0.2034987991575211,3.778279136104551e-05,5460.0,1467.6243689060211,34194
7,sinusoidal,1.2334128618240356,0.4939207136631012,1.068221092224121,0.5158506035804749,2.2834413051605225,0.9878276586532592,0.4192631542682647,0.8403990864753723,0.3917896151542663,1.8835703134536743,0.9121555685997008,0.0501951947808265,0.9163466691970824,0.7868238687515259,0.9774377942085266,0.2098906078035869,0.207593023148794,2.75085986636418e-05,7630.0,1903.3109467029567,30547
7,rope,1.232854962348938,0.4859807193279266,1.0557782649993896,0.4925199449062347,2.311216354370117,0.9764950275421144,0.405078262090683,0.8443679213523865,0.3666439354419708,1.843418002128601,0.9116857051849364,0.0495315082371234,0.9149523973464966,0.7899761199951172,0.9785894751548768,0.2489209061577206,0.2455728767031715,3.262397197348895e-05,7630.0,1467.6243689060211,34194
15,sinusoidal,1.0509562492370603,0.3729697465896606,0.9302675127983092,0.4637555181980133,2.0118284225463867,0.8331190943717957,0.3072609603404999,0.7271657586097717,0.3530667424201965,1.5272221565246582,0.9338069558143616,0.0395763032138347,0.9396811723709106,0.8124388456344604,0.98199200630188,0.2218069992368183,0.219268580361018,1.366648177676022e-05,16230.0,1903.3109467029567,30547
15,rope,1.058656930923462,0.3811745643615722,0.938378095626831,0.4431020617485046,2.0346126556396484,0.8345119953155518,0.3141772747039795,0.7248818278312683,0.3306900858879089,1.5799907445907593,0.9326186180114746,0.0394671969115734,0.936290979385376,0.8301683664321899,0.9829731583595276,0.2473410462576245,0.2439967125786674,1.5239744070093936e-05,16230.0,1467.6243689060211,34194
30,sinusoidal,0.8828130960464478,0.2514598071575165,0.8323183655738831,0.4294990003108978,1.709791898727417,0.6875117421150208,0.1923744976520538,0.6540115475654602,0.3244447708129883,1.236593246459961,0.951348602771759,0.030837332829833,0.9613754749298096,0.8611552119255066,0.9843747615814208,0.2349161496238103,0.2320639561244419,7.338836289403632e-06,32010.0,1903.3109467029567,30547
30,rope,0.901492178440094,0.2663695812225342,0.8738465309143066,0.4131009578704834,1.7382853031158447,0.7012527585029602,0.204789251089096,0.6666415929794312,0.3074686825275421,1.2780826091766355,0.949605107307434,0.0302043315023183,0.9552159309387208,0.8643515706062317,0.985657036304474,0.2484572463565402,0.2445058470226469,7.761863366339901e-06,32010.0,1467.6243689060211,34194
60,sinusoidal,0.7973508834838867,0.2186302691698074,0.8067651391029358,0.415736973285675,1.713663935661316,0.6130781769752502,0.1561128199100494,0.6138030290603638,0.3094781041145324,1.2056069374084473,0.959340274333954,0.0274151563644409,0.9706398844718932,0.869012176990509,0.9876090288162231,0.2162437060522654,0.2128471384199838,3.475469399747115e-06,62220.0,1903.3109467029567,30547
60,rope,0.8207669854164124,0.2266885340213775,0.8102801442146301,0.4024648666381836,1.6578760147094729,0.6280556321144104,0.158099889755249,0.6127628684043884,0.2974829375743866,1.1094889640808103,0.957898199558258,0.0262066163122653,0.9672678112983704,0.8681015372276306,0.9872296452522278,0.2299314529176742,0.2254137735518198,3.695458902566285e-06,62220.0,1467.6243689060211,34194
90,sinusoidal,0.7837108969688416,0.2141870409250259,0.795562744140625,0.4226855039596557,1.6730282306671145,0.6037866473197937,0.1529739201068878,0.6015114784240723,0.3168884217739105,1.1588116884231567,0.9612581133842468,0.0255553442984819,0.972641944885254,0.8669555187225342,0.986942172050476,0.219534987495059,0.2159647856212797,2.4223213891102185e-06,90630.0,1903.3109467029567,30547
90,rope,0.8147544264793396,0.2324766814708709,0.7931188941001892,0.4047077596187591,1.663776397705078,0.624865710735321,0.1649274230003357,0.6027842164039612,0.2996866405010223,1.1368438005447388,0.95881986618042,0.0256041567772626,0.9688807725906372,0.8704091310501099,0.9879645109176636,0.2327220856197296,0.2283604617648654,2.567826168153257e-06,90630.0,1467.6243689060211,34194
120,learnable,2.882127523422241,0.8815305233001709,3.103774070739746,1.0542211532592771,4.518845081329346,2.376535177230835,0.7734677791595459,2.5328614711761475,0.8840007781982422,3.850571632385254,0.5708236694335938,0.0859387591481208,0.5733197927474976,0.3313275575637817,0.7468769550323486,0.2233062623039124,0.2194353528703962,1.9046934689859467e-06,117240.0,1290.4725050926208,108496
120,sinusoidal,1.6217135190963743,0.6090506911277771,1.7487705945968628,0.6026766896247864,2.966617584228516,1.2653000354766846,0.4705908596515655,1.3530839681625366,0.4762334823608398,2.3160505294799805,0.8683350086212158,0.0376857221126556,0.8775537610054016,0.7314956784248352,0.9380092620849608,0.2158407067495679,0.2121359560527498,1.8410159224630488e-06,117240.0,1903.3109467029567,30547
120,rope,0.8204516172409058,0.2399060726165771,0.791401207447052,0.4130301475524902,1.6984827518463137,0.6309187412261963,0.1721074432134628,0.608231782913208,0.3061743676662445,1.1674998998641968,0.9585153460502625,0.0255763828754425,0.9677739143371582,0.8720148801803589,0.988572120666504,0.2243864649818057,0.2201689080132378,1.913907070810352e-06,117240.0,1467.6243689060211,34194
150,learnable,4.140468120574951,1.4109208583831787,4.445601463317871,1.5591741800308228,6.996405601501465,3.531923532485962,1.2643247842788696,3.664825916290283,1.3089420795440674,6.074777603149414,0.14765600860118866,0.12086348980665207,0.15546905994415283,-0.12422633171081543,0.456041157245636,0.22517725021120102,0.22086903550889758,1.5851971151791692e-06,142050.0,1290.4725050926208,108496
150,sinusoidal,3.46250319480896,1.3001961708068848,3.813262701034546,1.2399564981460571,5.728476047515869,2.906663656234741,1.0994927883148193,3.165550470352173,1.0078974962234497,4.827718734741211,0.41953280568122864,0.10667073726654053,0.41562503576278687,0.0794183611869812,0.653188943862915,0.2458342673286559,0.241693119351826,1.7306178622221467e-06,142050.0,1903.3109467029572,30547
150,rope,0.8190411329269409,0.24102893471717834,0.7868232131004333,0.412759006023407,1.704628825187683,0.6307823061943054,0.1741107553243637,0.6117295622825623,0.30644387006759644,1.1776762008666992,0.9588184952735901,0.02529245615005493,0.9674636721611023,0.8728795647621155,0.9884198904037476,0.22703423197307285,0.22226745460146946,1.5982698484552822e-06,142050.0,1467.6243689060211,34194
180,learnable,5.179348468780518,1.8531558513641357,5.739770889282227,1.852224349975586,8.888205528259277,4.4822163581848145,1.6652488708496094,4.8098464012146,1.5558688640594482,7.738141059875488,-0.31881409883499146,0.2170718014240265,-0.3193478584289551,-0.8556984663009644,0.1912243366241455,0.24723954049367752,0.24291526673332095,1.4978767750737764e-06,165060.0,1290.4725050926208,108496
180,sinusoidal,4.634523868560791,1.6664671897888184,5.045363903045654,1.7342121601104736,7.284706115722656,3.9753615856170654,1.4533241987228394,4.245500564575195,1.4459115266799927,6.30011510848999,-0.04837782680988312,0.15335330367088318,-0.04362678527832031,-0.5136241912841797,0.30193108320236206,0.24468571042257642,0.24019424486917162,1.4824046432968401e-06,165060.0,1903.3109467029572,30547
180,rope,0.8318923711776733,0.23913860321044922,0.8042223453521729,0.4099690616130829,1.7182002067565918,0.6425010561943054,0.17383331060409546,0.619687020778656,0.303998738527298,1.1977323293685913,0.9576081037521362,0.02560330741107464,0.9659011960029602,0.8710918426513672,0.9869028925895691,0.24103260418725392,0.23574523102291048,1.4602726535032954e-06,165060.0,1467.6243689060211,34194
210,learnable,5.891394138336182,2.153477430343628,6.593857288360596,2.003472089767456,10.123658180236816,5.098581314086914,1.9040813446044922,5.591141700744629,1.7087136507034302,8.778054237365723,-0.6997289657592773,0.307412326335907,-0.700342059135437,-1.5055091381072998,-0.01397097110748291,0.23151339803423202,0.2263651096404545,1.242891491030397e-06,186270.0,1290.4725050926208,108496
210,sinusoidal,5.237955093383789,1.8410437107086182,5.885315418243408,2.0341885089874268,8.012772560119629,4.524576187133789,1.625178337097168,4.846864223480225,1.727819561958313,7.286919593811035,-0.349409282207489,0.19293402135372162,-0.33800292015075684,-0.9250108003616333,0.05635768175125122,0.23476897345648873,0.23017892795138886,1.260369213810537e-06,186270.0,1903.3109467029572,30547
210,rope,0.8386870622634888,0.23770560324192047,0.8135782480239868,0.4096079170703888,1.7052249908447266,0.6488370299339294,0.17439013719558716,0.640862762928009,0.30387452244758606,1.196149230003357,0.9569324851036072,0.02607346512377262,0.9654151201248169,0.8687523603439331,0.9853836297988892,0.25309867329067653,0.24753574988955543,1.3587731426997187e-06,186270.0,1467.6243689060211,34194
240,learnable,6.268472671508789,2.312113046646118,6.854614734649658,2.060929775238037,10.732632637023926,5.396716594696045,2.021530866622925,5.8825578689575195,1.7328294515609741,9.230463027954102,-0.9237119555473328,0.37235188484191895,-0.9307831525802612,-1.9744939804077148,-0.06599783897399902,0.2305020604814802,0.22559796215239022,1.1206829078251664e-06,205680.0,1290.4725050926208,108496
240,sinusoidal,5.76301908493042,2.0613114833831787,6.250809192657471,2.1815781593322754,9.10952091217041,4.908766269683838,1.8033589124679565,5.253306865692139,1.866782784461975,8.163680076599121,-0.6344873905181885,0.29599452018737793,-0.5883975028991699,-1.4053623676300049,-0.10700953006744385,0.24088075425889757,0.23592109873938183,1.1711433015310072e-06,205680.0,1903.3109467029572,30547
240,rope,0.8491238951683044,0.24083535373210907,0.842816948890686,0.39967671036720276,1.7226526737213135,0.6603350639343262,0.18141868710517883,0.6562535166740417,0.2960551083087921,1.2346693277359009,0.9554262161254883,0.027741918340325356,0.9645810723304749,0.8671072125434875,0.9841104745864868,0.2585879129076761,0.2526372857472253,1.2572341156538124e-06,205680.0,1467.6243689060211,34194
270,learnable,6.3195600509643555,2.3263487815856934,6.774424076080322,2.074293613433838,10.72978687286377,5.433957099914551,2.021899461746216,5.870689392089844,1.7298163175582886,9.170854568481445,-0.9576768279075623,0.3853601813316345,-0.9620213508605957,-2.0754318237304688,-0.018564939498901367,0.2374433638557555,0.23235763501364082,1.0633855696885462e-06,223290.0,1290.4725050926208,108496
270,sinusoidal,5.915158271789551,2.036504030227661,6.482226848602295,2.263641119003296,9.573984146118164,5.032800197601318,1.7644400596618652,5.3370585441589355,1.9008135795593262,8.306419372558594,-0.7381224632263184,0.29139062762260437,-0.719046950340271,-1.796492099761963,-0.21950936317443848,0.2522686928037613,0.2470862482464503,1.1297805222077177e-06,223290.0,1903.3109467029572,30547
270,rope,1.2624616622924805,0.6068945527076721,1.090553641319275,0.47665074467658997,2.8387680053710938,0.9326304197311401,0.4203754663467407,0.8061662316322327,0.35349369049072266,2.0539629459381104,0.912837028503418,0.05199237912893295,0.9258210062980652,0.7948653101921082,0.9741001129150391,0.27239471768576,0.26618436807299417,1.219914540220162e-06,223290.0,1467.6243689060211,34194
300,learnable,6.115996837615967,2.2219765186309814,6.5314788818359375,2.0411500930786133,10.236948013305664,5.250281810760498,1.9210245609283447,5.641366481781006,1.6894909143447876,8.700515747070312,-0.8358129262924194,0.3409197926521301,-0.8591659069061279,-1.8312888145446777,0.04232889413833618,0.2795754690018911,0.2742235882471478,1.169282597247558e-06,239100.0,1290.4725050926208,108496
300,sinusoidal,5.954801559448242,2.091160535812378,6.495535373687744,2.1676392555236816,9.353609085083008,5.013771057128906,1.773461103439331,5.360891342163086,1.8146418333053589,8.060644149780273,-0.7536090016365051,0.3053067624568939,-0.7059041261672974,-1.6692335605621338,-0.001719355583190918,0.2589386152842688,0.2533342689635262,1.0829720421759464e-06,239100.0,1903.3109467029572,30547
300,rope,1.4101176261901855,0.6881105899810791,1.196366310119629,0.4843105375766754,3.354541540145874,1.0733327865600586,0.5114758610725403,0.9010968804359436,0.385528564453125,2.5963144302368164,0.8906663656234741,0.06626156717538834,0.9059720039367676,0.7135520577430725,0.9705350399017334,0.2784861610049293,0.27183344087146577,1.1647267294225398e-06,239100.0,1467.6243689060211,34194
330,learnable,5.639077663421631,1.9945260286331177,6.027206897735596,1.954708456993103,9.311003684997559,4.800661563873291,1.7106367349624634,5.190913200378418,1.5998603105545044,7.831459999084473,-0.5651707053184509,0.2528263330459595,-0.5934081077575684,-1.1955366134643555,0.11171048879623413,0.2925245269896492,0.2868000054737878,1.1557209394715704e-06,253110.0,1290.4725050926208,108496
330,sinusoidal,5.914577484130859,2.1074492931365967,6.400209903717041,2.1579742431640625,9.388505935668945,4.985074520111084,1.7873274087905884,5.361649036407471,1.8122894763946533,8.154378890991211,-0.7279869914054871,0.3303922116756439,-0.6673555374145508,-1.6529099941253662,0.07784479856491089,0.25284827323186965,0.24736966983855718,9.98965956429496e-07,253110.0,1903.3109467029572,30547
330,rope,1.586732268333435,0.8023673295974731,1.3849512338638306,0.4904190003871918,3.9450855255126953,1.2385873794555664,0.6298004388809204,1.0779591798782349,0.39147698879241943,3.1915504932403564,0.8655938506126404,0.08316284418106079,0.8967492580413818,0.6038203239440918,0.9697871208190918,0.27584137235369,0.2692747592017764,1.0898082744802263e-06,253110.0,1467.6243689060211,34194
360,learnable,4.966871738433838,1.7050434350967407,5.455144882202148,1.7781444787979126,8.178525924682617,4.151274681091309,1.4214341640472412,4.4655938148498535,1.4222979545593262,6.720765590667725,-0.2198200821876526,0.17197652161121368,-0.23951542377471924,-0.4968951940536499,0.22876429557800293,0.2481419283246237,0.24188041420588416,9.352552703325182e-07,265320.0,1290.4725050926208,108496
360,sinusoidal,5.905309200286865,2.145341634750366,6.355737209320068,2.1439461708068848,9.521123886108398,4.959360599517822,1.7948968410491943,5.3110198974609375,1.813438892364502,8.178821563720703,-0.713092029094696,0.33925098180770874,-0.6510285139083862,-1.5617833137512207,0.09002721309661865,0.2644820213317871,0.2585806928362165,9.968416302268472e-07,265320.0,1903.3109467029572,30547
360,rope,1.374910593032837,0.5986201763153076,1.2267862558364868,0.4869474768638611,3.04025936126709,1.0591944456100464,0.45381441712379456,0.9532380700111389,0.3893299698829651,2.3480567932128906,0.898630678653717,0.05161423608660698,0.9087960720062256,0.7647116184234619,0.9702132940292358,0.27953095663161504,0.2728952525305369,1.0535615733137912e-06,265320.0,1467.6243689060211,34194
365,learnable,4.853229522705078,1.6591224670410156,5.302668571472168,1.7435600757598877,7.983607292175293,4.036872386932373,1.3726048469543457,4.338794231414795,1.386433482170105,6.510720252990723,-0.1657712757587433,0.16370920836925507,-0.18522441387176514,-0.41864991188049316,0.24516665935516357,0.23985551274012004,0.23402808537558908,8.97730042443746e-07,267180.0,1290.4725050926208,108496
365,sinusoidal,5.799604892730713,2.1010043621063232,6.243379592895508,2.1066365242004395,9.283061981201172,4.870750904083252,1.7600138187408447,5.221642971038818,1.7821695804595947,7.975194454193115,-0.6517730951309204,0.31815019249916077,-0.5992915630340576,-1.4187147617340088,0.09174054861068726,0.2624827150314573,0.25656356423998633,9.824190247453302e-07,267180.0,1903.3109467029572,30547
365,rope,1.3197376728057861,0.5616358518600464,1.1866841316223145,0.48658740520477295,2.8582656383514404,1.0158555507659912,0.4223434627056122,0.9231930375099182,0.3753364682197571,2.195857524871826,0.9060363173484802,0.04730651527643204,0.912019670009613,0.7920377254486084,0.9702573418617249,0.2838903646620493,0.27709510391477554,1.0625434713004316e-06,267180.0,1467.6243689060211,34194
390,learnable,4.234012126922607,1.444610357284546,4.583646774291992,1.5562516450881958,7.097234725952148,3.3968935012817383,1.1194324493408203,3.69372296333313,1.2013932466506958,5.445584774017334,0.10421749949455261,0.15985848009586334,0.0730438232421875,-0.17971396446228027,0.5330923795700073,0.25071148645310176,0.2446392042371962,9.092644487473318e-07,275730.0,1290.4725050926208,108496
390,sinusoidal,5.06772518157959,1.7984201908111572,5.487112522125244,1.838959813117981,8.077136993408203,4.2595319747924805,1.51546049118042,4.50413703918457,1.5530619621276855,6.827550888061523,-0.25940588116645813,0.192874014377594,-0.2343360185623169,-0.9484986066818237,0.09174054861068726,0.32741826299637083,0.3216062869117373,1.187459699693072e-06,275730.0,1903.3109467029572,30547
390,rope,1.1469721794128418,0.3886488080024719,1.0697122812271118,0.43937236070632935,1.9157676696777344,0.8644692897796631,0.2751758098602295,0.8372840285301208,0.3307175934314728,1.446473479270935,0.9284164905548096,0.030842291191220284,0.9307381510734558,0.8342858552932739,0.9702573418617249,0.28650516933865017,0.2798028661334325,1.0390786977791687e-06,275730.0,1467.6243689060211,34194
420,learnable,3.5880300998687744,1.329697608947754,3.6637814044952393,1.2210394144058228,6.343638896942139,2.642941474914551,0.8870380520820618,2.7452619075775146,0.9896172881126404,4.338794231414795,0.341463178396225,0.19247859716415405,0.2971034646034241,-0.17971396446228027,0.8453011512756348,0.2508617544931079,0.24477628532288567,8.822598104139685e-07,284340.0,1290.4725050926208,108496
420,sinusoidal,4.419162273406982,1.5769797563552856,4.849359035491943,1.6414903402328491,7.08007287979126,3.6781156063079834,1.328585147857666,3.9418981075286865,1.3654087781906128,6.002533912658691,0.04527611657977104,0.14369432628154755,0.046922385692596436,-0.48198556900024414,0.3484228849411011,0.2724667125278049,0.2664352186899337,9.58242640950288e-07,284340.0,1903.3109467029572,30547
420,rope,1.5605463981628418,0.5310239195823669,1.680159568786621,0.48658740520477295,2.3993778228759766,1.191833257675171,0.41026008129119873,1.2505595684051514,0.38895606994628906,1.927933931350708,0.8746823072433472,0.03709070757031441,0.8817551732063293,0.7379717826843262,0.9702573418617249,0.29786606818910627,0.29083618406265505,1.0475700506052837e-06,284340.0,1467.6243689060211,34194
450,learnable,3.3484139442443848,1.3348678350448608,3.467731475830078,0.8733097314834595,6.068485260009766,2.3791544437408447,0.842311441898346,2.4647021293640137,0.6917722821235657,4.338794231414795,0.4148228168487549,0.20481620728969574,0.3681696653366089,-0.17971396446228027,0.9288132190704346,0.2580304940541585,0.2515684020027281,8.862459009244667e-07,291150.0,1290.4725050926208,108496
450,sinusoidal,4.220688819885254,1.559382438659668,4.5684309005737305,1.4757654666900635,6.542954921722412,3.472346782684326,1.3162314891815186,3.6530237197875977,1.2302217483520508,5.528187274932861,0.13093429803848267,0.1804378479719162,0.1427912712097168,-0.43751609325408936,0.5010430216789246,0.2840129231649732,0.27746615358382937,9.754865985401795e-07,291150.0,1903.3109467029572,30547
450,rope,2.3428149223327637,0.9350111484527588,2.536456823348999,0.48658740520477295,4.248307704925537,1.8099267482757568,0.7579429149627686,1.876634120941162,0.38895606994628906,3.5550715923309326,0.7245027422904968,0.09259166568517685,0.7327829599380493,0.475848913192749,0.9702573418617249,0.3138609424469963,0.30625896587069074,1.0780042673776278e-06,291150.0,1467.6243689060211,34194
480,learnable,3.6084187030792236,1.3148223161697388,3.6204652786254883,0.9728182554244995,6.311922550201416,2.7067530155181885,0.9058731198310852,2.871426582336426,0.8159034252166748,4.338794231414795,0.3352636694908142,0.1878882497549057,0.31143689155578613,-0.17971396446228027,0.8037974238395691,0.2546844406733437,0.24791321333627855,8.599555668332785e-07,296160.0,1290.4725050926208,108496
480,sinusoidal,4.3721113204956055,1.634329080581665,4.588893890380859,1.5758355855941772,7.034205913543701,3.6600494384765625,1.4318395853042603,3.627784490585327,1.3052207231521606,6.192735195159912,0.05992674082517624,0.22890210151672363,0.09293919801712036,-0.6057442426681519,0.5510600805282593,0.28853659024314277,0.28185993255130826,9.742591512801954e-07,296160.0,1903.3109467029572,30547
480,rope,2.970193386077881,1.2115317583084106,3.1765456199645996,0.48658740520477295,5.567859649658203,2.2766008377075195,0.9847773313522339,2.3344967365264893,0.38895606994628906,4.6637187004089355,0.5577784776687622,0.14764437079429626,0.5756900310516357,0.146905779838562,0.9702573418617249,0.31804869666932123,0.31030218312096974,1.073908349099545e-06,296160.0,1467.6243689060211,34194
