window_len,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size,positional_encoding
1,2.031541109085083,0.6534855961799622,1.6368157863616943,1.3556857109069824,3.09255051612854,1.5850704908370972,0.500863254070282,1.2904539108276367,1.0692429542541504,2.397743463516236,0.8623866438865662,0.0419961549341678,0.8778563737869263,0.7737865447998047,0.9134787321090698,0.2621316115061442,0.2601265268961589,0.0002532672574938,1035.0,24.204639593760174,816203,learnable
1,2.0467655658721924,0.6555842757225037,1.6604857444763184,1.3533110618591309,3.152500867843628,1.5907484292984009,0.4979328513145447,1.2985399961471558,1.074832558631897,2.3953630924224854,0.8603704571723938,0.0423821210861206,0.880334198474884,0.7831782698631287,0.9109582901000975,0.2856881300608317,0.2836225311279297,0.0002760271788027,1035.0,30.303321472803752,921495,sinusoidal
1,2.1143414974212646,0.6860207915306091,1.680564284324646,1.4264134168624878,3.2142889499664307,1.6612434387207031,0.5229501128196716,1.3433716297149658,1.1046595573425293,2.521998643875122,0.8507130146026611,0.0484338402748107,0.8733980059623718,0.748089075088501,0.9087918996810912,0.2733062108357747,0.2710993479410807,0.000264063971822,1035.0,30.15139292081197,1162332,rope
3,1.5919510126113892,0.5340131521224976,1.2842788696289062,1.0008456707000732,2.5106210708618164,1.2457290887832642,0.4042572975158691,1.0371607542037964,0.8022764921188354,1.9506410360336304,0.9144394397735596,0.0317529030144214,0.926651120185852,0.8463121652603149,0.9516499042510986,0.2721184094746907,0.2702783477783204,8.78084573974478e-05,3099.0,24.204639593760174,816203,learnable
3,1.5761488676071167,0.5265555381774902,1.317365288734436,1.025936484336853,2.4889917373657227,1.2255918979644775,0.3951857388019562,1.031145453453064,0.8230411410331726,1.9100812673568728,0.9159476161003112,0.0308338925242424,0.9228230714797974,0.8573352098464966,0.9558056592941284,0.2597207864125569,0.2576830149332683,8.380793366007001e-05,3099.0,30.303321472803752,921495,sinusoidal
3,1.6114412546157837,0.5545009970664978,1.2845678329467771,1.0453729629516602,2.5542824268341064,1.2586524486541748,0.4140107333660126,1.0345032215118408,0.8535229563713074,1.9549055099487305,0.9121920466423036,0.0339120887219905,0.9250646233558656,0.8409202098846436,0.9546770453453064,0.255199384689331,0.252981792195638,8.234894633408551e-05,3099.0,30.15139292081197,1162332,rope
5,1.415771484375,0.4314584732055664,1.194605827331543,0.913621187210083,2.2273473739624023,1.1105921268463137,0.3274771571159363,0.9418668150901794,0.7264310121536255,1.7358518838882446,0.9317192435264589,0.0241219457238912,0.9380344152450562,0.8790368437767029,0.957124412059784,0.248952563603719,0.2471926381429036,4.8293416799945496e-05,5155.0,24.204639593760174,816203,learnable
5,1.3790725469589231,0.4051753282546997,1.1794179677963257,0.9155422449111938,2.103489875793457,1.076474666595459,0.3044137060642242,0.909942626953125,0.7376914620399475,1.670284390449524,0.935006856918335,0.021797239780426,0.9401506781578064,0.8921157717704773,0.962992787361145,0.2530441919962565,0.2510080668131511,4.908713714767342e-05,5155.0,30.303321472803752,921495,sinusoidal
5,1.4114277362823486,0.4436185657978058,1.1916885375976562,0.953013241291046,2.2280478477478027,1.1054589748382568,0.3307739198207855,0.9593570828437804,0.7840422987937927,1.7112632989883425,0.9320105910301208,0.0246817804872989,0.936590850353241,0.8789607882499695,0.9635814428329468,0.2633970101674397,0.261017719523112,5.109544329145292e-05,5155.0,30.15139292081197,1162332,rope
7,1.2981499433517456,0.3739526271820068,1.1054718494415283,0.8686094880104065,2.070652961730957,1.0148484706878662,0.2848574519157409,0.87939453125,0.6881465315818787,1.6075860261917114,0.9422553777694702,0.0200788453221321,0.9461534023284912,0.8954578042030334,0.9620323181152344,0.2684027830759684,0.2664879892985026,3.7262638216849706e-05,7203.0,24.204639593760174,816203,learnable
7,1.2414700984954834,0.3234534561634063,1.082600474357605,0.8912186026573181,1.8574559688568115,0.9736079573631288,0.2481023073196411,0.8450394868850708,0.713153064250946,1.484771490097046,0.9469190239906312,0.0164407938718795,0.9499510526657104,0.9141789674758912,0.9662426710128784,0.2621775150299072,0.2600703643798828,3.639837776341902e-05,7203.0,30.303321472803752,921495,sinusoidal
