window_len,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
1,1.8995285034179688,1.0134168863296509,1.6437643766403198,0.5745954513549805,6.90721607208252,1.5479042530059814,0.8348138332366943,1.2652124166488647,0.454502135515213,5.514277935028076,0.8029669523239136,0.1461086422204971,0.8256344795227051,0.0640631318092346,0.9585254192352296,0.273400552689083,0.2710997050451853,0.0002494530590228,1096.0,25.89533782383752,5368606
3,1.386724829673767,0.5836117267608643,1.2032586336135864,0.5299689769744873,2.786012649536133,1.1186825037002563,0.4894344806671142,0.9612770080566406,0.4149166941642761,2.3291306495666504,0.8939806818962097,0.0570138543844223,0.8984525203704834,0.7477717995643616,0.966167449951172,0.2813688422006274,0.2790001341804626,8.573090865345136e-05,3282.0,25.89533782383752,5368606
5,1.2749884128570557,0.5123392939567566,1.1273707151412964,0.4772038161754608,2.345021963119507,1.0264264345169067,0.4299376904964447,0.8923122882843018,0.3853063285350799,1.951945662498474,0.9074521660804749,0.0522500313818454,0.9066982269287108,0.7628761529922485,0.9724971055984496,0.266633185129317,0.2643332100520058,4.88339166903511e-05,5460.0,25.89533782383752,5368606
7,1.2102925777435305,0.4715586006641388,1.0779516696929932,0.478596955537796,2.102215051651001,0.9746381044387816,0.3972424268722534,0.859273374080658,0.3811615407466888,1.734614372253418,0.915586531162262,0.0489939525723457,0.9167417883872986,0.7801201343536377,0.975135326385498,0.271799814133417,0.2695223061697824,3.56225182350481e-05,7630.0,25.89533782383752,5368606
15,1.043692946434021,0.3617740571498871,0.96476149559021,0.4218268990516662,1.8156877756118768,0.8330214619636536,0.3039740622043609,0.7499791979789734,0.3132891952991485,1.4468878507614136,0.9352211356163024,0.0391223765909671,0.9447526931762696,0.8193740844726562,0.97830468416214,0.2632343201410203,0.2608599255274212,1.6218996927974136e-05,16230.0,25.89533782383752,5368606
30,0.8603988885879517,0.2488311976194381,0.8453149795532227,0.3677075803279876,1.5745375156402588,0.6752752661705017,0.1938227862119674,0.6583333015441895,0.2774121165275574,1.107978105545044,0.9543883204460144,0.028220472857356,0.9670222401618958,0.874691903591156,0.9860700368881226,0.2660180576263912,0.2631584182012648,8.31046727979979e-06,32010.0,25.89533782383752,5368606
60,0.7529711723327637,0.2086179107427597,0.7639740705490112,0.356353223323822,1.4878143072128296,0.5815705060958862,0.1478505432605743,0.5959348678588867,0.2699530720710754,0.9815956950187684,0.9642046093940736,0.0236296989023685,0.9707512855529784,0.888358473777771,0.990337610244751,0.2677241507030669,0.2644366966126458,4.302863238557809e-06,62220.0,25.89533782383752,5368606
90,0.7454374432563782,0.2129786163568496,0.7457697987556458,0.3655133545398712,1.5424717664718628,0.5732033252716064,0.150395467877388,0.5849600434303284,0.2787041366100311,1.0418124198913574,0.9650015234947203,0.0232424866408109,0.971475064754486,0.8893252015113831,0.9909950494766236,0.2585398772406199,0.2552906385149274,2.8526964276797965e-06,90630.0,25.89533782383752,5368606
120,0.7503728270530701,0.2204481661319732,0.746222972869873,0.3687143325805664,1.6295018196105957,0.5762246251106262,0.1557520925998687,0.5922550559043884,0.2811301350593567,1.114916443824768,0.9646242260932922,0.0234482288360595,0.97110915184021,0.8894560933113098,0.9911300539970398,0.2610869029211619,0.2574414447602771,2.22694390072639e-06,117240.0,25.89533782383752,5368606
150,0.7566153407096863,0.22617463767528534,0.7466447949409485,0.3686438798904419,1.687633752822876,0.5813978314399719,0.16005825996398926,0.5896502733230591,0.28168874979019165,1.1669514179229736,0.9640527367591858,0.023693755269050598,0.9711136221885681,0.8895373940467834,0.9911529421806335,0.25112892710973345,0.24719394405304437,1.7678910743381447e-06,142050.0,25.895337823837522,5368606
