window_len,RMSE_Mean,RMSE_Std,RMSE_Median,RMSE_Min,RMSE_Max,MAE_Mean,MAE_Std,MAE_Median,MAE_Min,MAE_Max,NSE_Mean,NSE_Std,NSE_Median,NSE_Min,NSE_Max,extra__infer_time_total_Mean,extra__infer_time_gpu_total_Mean,extra__infer_time_per_time_step_Mean,extra__n_total_time_steps_Mean,extra__train_time_total_best_Mean,extra__model_size
1,2.408012866973877,0.8611111640930176,2.5466625690460205,1.3561922311782837,4.535513401031494,1.9882407188415527,0.7669591903686523,2.102949857711792,1.076983094215393,3.9894824028015137,0.7916606664657593,0.1245030090212822,0.8333048224449158,0.4984318017959595,0.9094475507736206,0.1865725040435791,0.1840213785807291,0.0001802632889309,1035.0,18.00652953783671,1407058
3,1.688573718070984,0.5779844522476196,1.392868995666504,1.0628336668014526,2.634387254714966,1.3383831977844238,0.4443696439266205,1.1514594554901123,0.845478892326355,2.0653462409973145,0.9035651683807372,0.0365705490112304,0.9137229323387146,0.8349395990371704,0.949967920780182,0.1908735434214274,0.1883255442301432,6.159197916148029e-05,3099.0,18.00652953783671,1407058
5,1.4986488819122314,0.5038810968399048,1.2610011100769043,0.9513981938362122,2.3811287879943848,1.1830536127090454,0.3803894221782684,0.9881842732429504,0.7583848834037781,1.815589904785156,0.92318856716156,0.0308892056345939,0.9279581904411316,0.8617570400238037,0.9622332453727722,0.1818437099456787,0.17960029296875,3.527521046472915e-05,5155.0,18.00652953783671,1407058
7,1.3797004222869873,0.4418417513370514,1.1562641859054563,0.9151178002357484,2.206095933914185,1.0878759622573853,0.3314023613929748,0.9179201126098632,0.7309617400169373,1.6982072591781616,0.934556245803833,0.0258557237684726,0.940132737159729,0.8813340663909912,0.9675666689872742,0.1990559418996175,0.1965745930989583,2.7635143953854983e-05,7203.0,18.00652953783671,1407058
15,1.0908758640289309,0.3000750243663788,0.9673476219177246,0.7863696217536926,1.7409271001815796,0.8590003252029419,0.2254341393709182,0.7558574676513672,0.6289064884185791,1.334062933921814,0.95844304561615,0.0159223116934299,0.9605820178985596,0.9243229627609252,0.977211058139801,0.1818688551584879,0.1794296600341797,1.1875210914690692e-05,15315.0,18.00652953783671,1407058
30,0.8389540910720825,0.1631031036376953,0.7617143392562866,0.6724038124084473,1.2988672256469729,0.6606120467185974,0.1211587786674499,0.6203480958938599,0.5390312671661377,1.006801724433899,0.9741789698600768,0.0113102393224835,0.9762756824493408,0.9442861676216124,0.9850921630859376,0.1989948431650797,0.1960321970621745,6.5935998397972086e-06,30180.0,18.00652953783671,1407058
60,0.7504186034202576,0.1282553523778915,0.7313123345375061,0.5883334279060364,1.103907585144043,0.5895013809204102,0.0923617184162139,0.5746498107910156,0.4684747159481048,0.849047839641571,0.978567898273468,0.0104032969102263,0.9768487811088562,0.9524473547935486,0.9902700185775756,0.199016793568929,0.195755391438802,3.398510819141548e-06,58560.0,18.00652953783671,1407058
90,0.7480738162994385,0.1282430440187454,0.7173523902893066,0.5969637036323547,1.095267415046692,0.5858083367347717,0.094754621386528,0.5623940229415894,0.4746603071689605,0.8490615487098694,0.9786393046379088,0.0103096207603812,0.976876735687256,0.9537050127983092,0.9906793832778932,0.1852393309275309,0.1817151448567708,2.1757027358178404e-06,85140.0,18.00652953783671,1407058
120,0.748205840587616,0.1333154141902923,0.7188110947608948,0.5948463082313538,1.11667799949646,0.5851993560791016,0.0983031466603279,0.562542736530304,0.4721357524394989,0.8615532517433167,0.9786255359649658,0.0103246038779616,0.9768821001052856,0.9542394280433656,0.9910340905189514,0.1774049123128255,0.1734564076741536,1.6139457088139151e-06,109920.0,18.00652953783671,1407058
150,0.7480837106704712,0.1338423639535904,0.7190175652503967,0.595167338848114,1.1180624961853027,0.5850822329521179,0.09904970228672028,0.562529444694519,0.47099027037620544,0.8638145327568054,0.9786320328712463,0.010322912596166134,0.976883590221405,0.9543065428733826,0.9910542964935303,0.19188001950581868,0.1877923736572266,1.443792471827078e-06,132900.0,18.00652953783671,1407058
